"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Alioto M.; Giancane L.; Scotti G.; Trifiletti A.","Alioto, M. (7004256085); Giancane, L. (23004445600); Scotti, G. (35491669000); Trifiletti, A. (7005436476)","7004256085; 23004445600; 35491669000; 7005436476","Leakage power analysis attacks: Well-defined procedure and first experimental results","2009","17","10.1109/ICM.2009.5418592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950336841&doi=10.1109%2fICM.2009.5418592&partnerID=40&md5=f8fb1eee734fcacccc644c8c4fa9f1c6","In this paper, attacks aiming at recovering the secret key of a cryptographic core from measurements of its static (leakage) power are presented. These attacks exploit the dependence of the leakage current of CMOS Integrated Circuits (ICs) on their inputs (e.g., the secret key of a cryptographic circuit). For this reason, these novel attacks are referred to as Leakage Power Analysis (LPA) attacks in this paper. Since the leakage power increases much faster than the dynamic power at each new technology node, LPA attacks are shown to be a serious threat to information security of cryptographic circuits in sub-100 nm technologies. For the first time in the literature, a well-defined procedure to perform LPA attacks is presented. Advantages and measurement issues are also analyzed in comparison with traditional Power Analysis attacks based on dynamic power measurements. An experimental attack to a register is finally performed for the first time. ©2009 IEEE.","","CMOS integrated circuits; Microelectronics; Dynamic Power; Information security; Leakage power; Leakage power analysis; New technologies; ON dynamics; Power analysis attack; Secret key; Sub-100 nm technologies; Leakage currents"
"Tumeo A.; Villa O.; Chavarría-Miranda D.","Tumeo, Antonino (22036780900); Villa, Oreste (15052695000); Chavarría-Miranda, Daniel (22833262100)","22036780900; 15052695000; 22833262100","Hardware architectures for data-intensive computing problems: A case study for string matching","2009","0","10.1017/CBO9780511844409.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924182107&doi=10.1017%2fCBO9780511844409.003&partnerID=40&md5=684c938eb517281d8a7be6bb356bcefb","Data-intensive applications have special characteristics that in many cases prevent them from executing well on traditional cache-based processors. They can have highly irregular access patterns with very little locality that do not match the expectations of automatically controlled caches. In other cases, such as when they process data in streaming, they do not have temporal locality at all and only limited spatial locality, therefore reducing the effectiveness of caches. We present an application-driven study of several architectures that are suitable for data-intensive algorithms. Our chosen application is high-speed string matching, which exhibits two key properties of data-intensive codes: highly irregular access patterns and high-speed streaming data. Irregular access patterns appear in string matching when traversing graph-based representations of the pattern dictionaries being used. String matching is typically used in cybersecurity applications to scan incoming network traffic or files for the presence of signatures (such as specific sequences of symbols), which may relate to attack patterns, viruses, or other malware. String Matching String matching algorithms check and detect the presence of one or more known symbol sequences inside the analyzed data sets. Besides their wellknown application to databases and text processing, they are the basis of several other critical, real-world applications. String matching algorithms are key components of DNA and protein sequencing, data mining, security systems, such as Intrusion Detection Systems (IDS) for Networks (NIDS), Applications (APIDS), Protocols (PIDS), or Systems (Host based IDS [HIDS]), anti-virus software, and machine learning problems. © Cambridge University Press 2013.","","Application programs; Bioinformatics; Computer crime; Computer viruses; Gene encoding; Intrusion detection; Machine components; Malware; Network architecture; Network protocols; Text processing; Antivirus softwares; Data-intensive application; Data-intensive computing; Graph-based representations; Hardware architecture; Intrusion Detection Systems; Machine learning problem; Specific sequences; Network security"
"Gorton I.; Gracio D.K.","Gorton, Ian (35588730100); Gracio, Deborah K. (6506690395)","35588730100; 6506690395","Data-intensive computing: Architectures, algorithms, and applications","2009","9","10.1017/CBO9780511844409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924199043&doi=10.1017%2fCBO9780511844409&partnerID=40&md5=e96f947f0c7d2b1d823d16c9263d0c66","The world is awash with digital data from social networks, blogs, business, science, and engineering. Data-intensive computing facilitates understanding of complex problems that must process massive amounts of data. Through the development of new classes of software, algorithms, and hardware, data-intensive applications can provide timely and meaningful analytical results in response to exponentially growing data complexity and associated analysis requirements. This emerging area brings many challenges that are different from traditional high-performance computing. This reference for computing professionals and researchers describes the dimensions of the field, the key challenges, the state of the art, and the characteristics of likely approaches that future data-intensive problems will require. Chapters cover general principles and methods for designing such systems and for managing and analyzing the big data sets of today that live in the cloud, and describe example applications in bioinformatics and cybersecurity that illustrate these principles in practice. © Cambridge University Press 2013.","","Application programs; Complex networks; Analytical results; Complex problems; Cyber security; Data complexity; Data-intensive application; Data-intensive computing; High performance computing; State of the art; Big data"
"Zhan T.; Wang X.","Zhan, Ting (35090607700); Wang, Xuancang (8716412300)","35090607700; 8716412300","Risk assessment for traffic information security based on fuzzy comprehensive evaluation","2009","3","10.1061/41039(345)628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72949115693&doi=10.1061%2f41039%28345%29628&partnerID=40&md5=6caf29c7202c3d8341e6e76e79e227e4","Traffic information is facing with various threats come from a number of aspects, however, there are hardly related quantitative methods to evaluate the security risk of traffic information. For the sake of solving the problem, a risk assessment model which based on fuzzy comprehensive evaluation has been put forward and put into practice. By the results, we can get a conclusion that the model has practicality and availability. Copyright ASCE 2009.","AHP; Fuzzy comprehensive evaluation; Risk assessment; Traffic information security","Analytic hierarchy process; Civil engineering; Hierarchical systems; Network security; Risk management; AHP; Fuzzy comprehensive evaluation; Quantitative method; Security risks; Traffic information; Risk assessment"
"Faxvaag A.; Røstad L.; Tøndel I.A.; Seim A.R.; Toussaint P.J.","Faxvaag, Arild (6603654796); Røstad, Lillian (19934346800); Tøndel, Inger A. (15521120500); Seim, Andreas R. (15726559100); Toussaint, Pieter J. (7005429149)","6603654796; 19934346800; 15521120500; 15726559100; 7005429149","Visualizing patient trajectories on wall-mounted boards - Information security challenges","2009","4","10.3233/978-1-60750-044-5-715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249109698&doi=10.3233%2f978-1-60750-044-5-715&partnerID=40&md5=2abab60789b04a52a051ca32043bce98","Since operating room departments are among the costliest resources at a hospital, much attention is devoted to maximize their utilization. Operating room activities are however notoriously hard to plan in advance. This has to do with the unpredictable, problem-solving nature of the work and that the work is carried out by a multidisciplinary team of health personnel, members of which also have commitments outside the operating room department. We assume that operating room teams have the capacity to coordinate themselves and that coordination might be facilitated by visualizing relevant information on wall-mounted boards. To characterize clinical situations that require coordination and re-planning of the teams' work, we have developed a realistic scenario. We analyse and discuss the information security challenges that follow from displaying information on the whereabouts of other teams, actors and patients on wall-mounted boards in the operating rooms. Information security threats could be mitigated by de-identification techniques. Information demands could thereby be met without sacrificing the privacy of those whose information is displayed. © 2009 European Federation for Medical Informatics.","Clinical process; Coordination in healthcare; Healthcare planning; Patient trajectory; Workflow support","Data Display; Operating Room Information Systems; Operating Rooms; Patient Care Team; Health care; Operating rooms; Problem solving; Security of data; Clinical process; Clinical situations; Information demand; Information security threats; Multi-disciplinary teams; Patient trajectories; Realistic scenario; Workflow support; conference paper; hospital information system; information processing; operating room; organization and management; patient care; Human resource management"
"Kallel S.; Charfi A.; Mezini M.; Jmaiel M.; Sewe A.","Kallel, Slim (24437177500); Charfi, Anis (8509833100); Mezini, Mira (6602112237); Jmaiel, Mohamed (6603226052); Sewe, Andreas (25923038800)","24437177500; 8509833100; 6602112237; 6603226052; 25923038800","A holistic approach for access control policies: From formal specification to aspect-based enforcement","2009","5","10.1504/IJICS.2009.031044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77149179360&doi=10.1504%2fIJICS.2009.031044&partnerID=40&md5=bcd8ddb208a448689d4c87d8976746a9","We present in this paper a novel approach to non-functional safety properties, combining formal methods and Aspect-Oriented Programming (AOP). The approach supports both the formal specification and the enforcement of such properties through runtime monitoring. We apply our approach for security policies and especially Role-Based Access Control (RBAC) policies including application-specific constraints such as separation of duties and delegation. For formal specification, we introduce Temporal Ζ, a formal language based on Z and temporal logic, which provides domain specific predicates for expressing RBAC policies. For the enforcement, we generate automatically modular enforcement code out of the formal specification using the aspect-oriented language ALPHA. Copyright © 2009 Inderscience Enterprises Ltd.","Access control policies; AOP; Aspect-oriented programming; Code generation; Computer security; Enforcement; Formal specification; Information security; Runtime monitoring","Access control; Aspect oriented programming; Formal languages; Functional programming; Security of data; Security systems; Access control policies; Application specific; Aspect-Oriented Programming (AOP); Code Generation; Enforcement; Role-based Access Control; Runtime Monitoring; Separation of duty; Formal specification"
"Inamura T.; Madarame H.","Inamura, Tomoaki (29067881200); Madarame, Haruki (7005639829)","29067881200; 7005639829","Consideration on the Current Status and Issues of Sensitive Information Management Concerning the Physical Protection of Nuclear Material and Nuclear Facilities","2009","2","10.3327/taesj.J08.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75349103554&doi=10.3327%2ftaesj.J08.041&partnerID=40&md5=2473ecc1bdf7f21d5da70899b944dbe4","The confidentiality system concerning the physical protection of nuclear materials and nuclear facilities was enacted by revision of the Nuclear Reactor Regulation Law in 2005. We made a comparative analysis with the information security in governmental agencies or financial sectors, in order to consider the way the sensitive information management concerning the physical protection of nuclear materials and nuclear facilities should be. The considerations in this paper are as follows. (1) In order to secure a suitable level of security, close cooperation should be achieved among related governmental agencies. (2) A cycle that continuously evaluates whether suitable management is performed should be established. (3) Excessive secretiveness should be eliminated. (4) An information-sharing system among the related persons beyond the frame of governmental agencies and electricity companies should be established. (5) Improvement in the social acceptability of the sensitive information management is important. (6) Although it is important to perform evaluation by the consideration of suitable balance with information disclosure, it is also important that it is positively shown to society. © Atomic Energy Society of Japan.","Confidentiality; Information management; Information security; Physical protection; Sensitive information","Nuclear energy; Nuclear reactors; Radioactive materials; Security of data; Comparative analysis; Confidentiality; Electricity companies; Information disclosure; Information sharing systems; Physical protection; Sensitive informations; Social acceptability; Information management"
"Alshboul A.","Alshboul, Abdullah (56109399200)","56109399200","Information systems security measures and countermeasures: Protecting organizational assets from malicious attacks","2009","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905124657&partnerID=40&md5=d9f990bda84f8d8c4e83915350d001ee","Determining the exact requirements for security for a given organization is essential for implementing the proper security measures. Such measures are designed to protect information systems from security breaches. The Internet and computer networking requires a new security measures and policies to reduce the threats and challenges inherent from these new technologies and software applications and network devices. The information security attacks of an organization's assets have high dollar impact, loss of customer, and negative reputation. An organization must analyze its assets and the threats these assets face from either inside attacks or outside attacks. This paper presents a security assessment method which is designed to enable the organization to reduce security threats by deploying the most proper security measures, countermeasures, and policies.","Countermeasures; Malicious attacks; Security measures","Application programs; Information systems; Knowledge management; Radar countermeasures; Computer networking; Information systems security; Malicious attack; Protect information; Security assessment; Security breaches; Security measure; Software applications; Network security"
"Chanderasekaran C.; Simpson W.","Chanderasekaran, Combinatore (56020625900); Simpson, William (10739495400)","56020625900; 10739495400","Information sharing and federation","2009","24","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898486695&partnerID=40&md5=774acd33f275bd66102b75d186f7b494","Department of Defense (DoD) policy requires the Air Force to share information among authorized users both within the Air Force and across the Defense enterprise where a need and agreement are established-as the normal mode of operation for the business and warfighting mission areas. This paper defines the elements required for federation. Federation communication will be undertaken whenever communication is cross-forest within the Air Force Enterprise, and when communicating with other enterprises by a specific federation agreement.","Authentication; Authorization; Enterprise; Federation; Information security; Information sharing; SAML","Authentication; Communication; Information analysis; Military aviation; Security of data; Authorization; Authorized users; Department of Defense; Federation; Federation agreements; Information sharing; Normal modes; SAML; Industry"
"Rahman M.M.; Rezaul K.M.; Hossain A.","Rahman, Mohammad Mahfuzur (57212184720); Rezaul, Karim Mohammed (57204372593); Hossain, Aliar (35772205900)","57212184720; 57204372593; 35772205900","Finding an effective and secured information system in E-commerce environment","2009","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950331162&partnerID=40&md5=b0e8e59f18881e7565ac580501c8072e","E-commerce is growing at an exceptional rate as more organizations are offering their goods and services on-line every day. Importantly, this growth is being matched by the number of people gaining access to the Internet in a variety of ways. E-commerce offers opportunities as well as threats. Information is crucial for any organization especially in the emarket. A key negative perception centres on the security involved in internet practice and electronics payments systems. The lack of an effective and trusted payment system that can be used in combination with on-line shopping has been limiting factor in the growth of internet sales. Consumers are hesitant to provide personal information, including credit card details, over the internet because of high perception of risk and concerns with privacy. Negative perceptions are then compounded and reinforced by massive media exposure of Internet security incidents. From a lack of positive experiences and negative perceptions, many consumers still lack the necessary trust in on-line merchants and Internet security procedures and continue to use the web to simply surf. Establishment of Information Security System can minimize the threats and risks. The paper provides an overview of electronic commerce and the impact of risk on on-line shopping environment. Due to the growth and potential of on-line shopping and the lack of academic based research on internet-related consumer behaviour, there is a tremendous need for independent, academic investigation into the behaviour and perceptions of on-line consumers. The present study collected data on the perceptions of risk in relation to information security from a sample size of 624, which include both online and traditional shoppers. The data were then analyzed in order to investigate the current trends of consumer behaviour when making transactions in e-commerce environment. Copyright © 2009 by the Institute of Electrical and Electronics Engineers, Inc. All rights reserved.","","Consumer behavior; Data privacy; Electronic commerce; Information dissemination; Sales; Gaining access; Internet sales; Internet security; Number of peoples; Payment systems; Perceptions of risks; Personal information; Positive experiences; Risk perception"
"Goth G.","Goth, Gregory (55203290800)","55203290800","U.S. Unveils Cybersecurity Plan","2009","2","10.1145/1536616.1536626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958270026&doi=10.1145%2f1536616.1536626&partnerID=40&md5=b768da4860a29f715c49487abd75925f","[No abstract available]","",""
"","","","ICT4Justice 2008 - Proceedings of the 1st International Conference on ICT Solutions for Justice","2009","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897370243&partnerID=40&md5=4868c39b81dd2bd9619adb47da71d14e","The proceedings contain 5 papers. The topics discussed include: video surveillance framework for crime prevention and event indexing; a view on the role of information security on ICT-enabled judicial systems; exploitation of knowledge in video recordings; a new approach to international judicial cooperation through secure ICT platforms; and audio-based emotion recognition for advanced automatic retrieval in judicial domain.","",""
"Stevens G.M.","Stevens, Gina Marie (56055503700)","56055503700","Remedies available to victims of identity theft","2009","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044608407&partnerID=40&md5=803548dd5d8acedb07269390235e714c","According to the Federal Trade Commission, identity theft is the most common complaint from consumers in all fifty states, and complaints regarding identity theft have grown for four consecutive years. Victims of identity theft may incur damaged credit records, unauthorized charges on credit cards, and unauthorized withdrawals from bank accounts. Sometimes, victims must change their telephone numbers or even their social security numbers. Victims may also need to change addresses that were falsified by the impostor. With media reports of information security breaches increasing, concerns about new cases of widespread identity theft have received significant attention in Congress. This report provides an overview of the federal laws that could assist victims of identity theft with purging inaccurate information from their credit records and removing unauthorized charges from credit accounts, as well as federal laws that impose criminal penalties on those who assume another person's identity through the use of fraudulent identification documents. This report will be updated as events warrant. © 2009 Nova Science Publishers, Inc.","",""
"Samy G.N.; Ahmad R.; Ismail Z.","Samy, Ganthan Narayana (35303350500); Ahmad, Rabiah (57201837628); Ismail, Zuraini (25825017600)","35303350500; 57201837628; 25825017600","Investigating security threats in information systems","2009","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897991584&partnerID=40&md5=131631550e2dd3e1112f14b8ce88e595","Information security surveys are important inputs to private, public and government sectors in order to measure current status of information security threats. This paper examines the various types of threats that exist in Information Systems (IS) in one of government supported hospital in Malaysia. The hospital has been equipped for a Total Hospital Information System (THIS). The data collected were from three different departments using indepth structured interviews. The study identified 22 types of threats according to major threat categories based on ISO/IEC 27002 (ISO 27799:2008). The result shows that the most critical threat for the THIS is the power failure followed by acts of human error or failure and other technological factors. This research holds significant value in terms of providing a comprehensive list of potential threat categories in IS and subsequently taking the results of this step as input for the risk mitigation strategy.","Healthcare information systems (HIS); Information systems (IS); Risk analysis; Threats","Hospitals; Knowledge management; Risk analysis; Security of data; Security systems; Government sectors; Healthcare information systems (HIS); Hospital information systems; Information security threats; Potential threats; Risk mitigation strategy; Technological factors; Threats; Information systems"
