"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Lin F.Y.-S.; Chen P.-Y.","Lin, Frank Yeong-Sung (8338455600); Chen, Pei-Yu (55490212700)","8338455600; 55490212700","A tutorial on evaluation of network survivability under sophisticated attacker","2012","0","10.1109/TALE.2012.6360319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871496293&doi=10.1109%2fTALE.2012.6360319&partnerID=40&md5=4c71e1c0e32a63dfcc759920684d59ee","One of the goals of information security education is to develop students' skills to solve unseen security vulnerability with contemporary methodologies. This paper presents the teaching of a new algorithm on resource allocation of network attack and defense with mathematical programming for evaluating the network survivability. Adopting a scaffolding technique, students take up a role of a defender so as to minimize the cost of networking operation. Here, by transforming with the mathematical technique and applying the algorithm, gradient method and a proposed heuristic, to optimally solve it. © 2012 IEEE.","defense; Internet security; network attack; network optimization; network survivability; resource allocation; vulnerability analysis","Algorithms; Computer aided network analysis; Computer crime; Engineering education; Gradient methods; Mathematical programming; Resource allocation; Scaffolds; Students; defense; Internet security; Network attack; Network optimization; Network survivability; Vulnerability analysis; Network security"
"Onwubiko C.; Owens T.J.","Onwubiko, Cyril (14038002200); Owens, Thomas John (7101751105)","14038002200; 7101751105","Review of situational awareness for computer network defense","2012","9","10.4018/978-1-4666-0104-8.ch001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898277287&doi=10.4018%2f978-1-4666-0104-8.ch001&partnerID=40&md5=438670e762a889983edcd7f456409251","The importance of situational awareness to air traffic control, and hence the safety and security of aircraft, is evident, demonstrable, and has been hugely significant. The main purpose of this book is to convey an understanding of the impact of situational awareness on the design of the next generation computer systems, network architectures, and platform infrastructures. The book achieves its purpose by presenting principles, methods, and applications of situational awareness for computer network defense; in doing so, it makes clear the benefits situational awareness can provide for information security, computer security and computer network defense. This book contributes to cross-multidisciplinary discussion among researchers, academia, and practitioners who are engaged objectively in sharing, contributing, and showcasing how situational awareness can be adapted to computer systems, network infrastructure designs, and architecture patterns. The goal of this chapter is to explain situational awareness for computer network defense from the point of view of its most basic foundations as a spring board to discuss how situational awareness can be relevant to computer network defense, whose operations and environment are similar to air traffic control where the application of situational awareness has been hugely successful. © 2012, IGI Global.","",""
"Tsai J.-L.; Lo N.-W.; Wu T.-C.","Tsai, Jia-Lun (36005598500); Lo, Nai-Wei (23389650800); Wu, Tzong-Chen (7404815929)","36005598500; 23389650800; 7404815929","Secure anonymous authentication protocol with unlinkability for mobile wireless environment","2012","6","10.1109/ICASID.2012.6325334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870602974&doi=10.1109%2fICASID.2012.6325334&partnerID=40&md5=e358aa2bec7e5e4217a5dcc1ce05ab90","In the past couple of years, user privacy has become one of the major information security concerns for mobile device users when Internet access is available through mobile wireless environment. Several anonymous authentication protocols for mobile wireless environment have been proposed to meet mobile user requirements on security and privacy. In 2011, Li et al. showed that the authentication scheme proposed by Xu and Feng did not provide user unlinkability and has time synchronization problem. They also proposed an enhanced authentication protocol. This study reveals that the scheme of Li et al. is vulnerable to de-synchronization attack and time synchronization problem. A new anonymous authentication protocol for mobile wireless environment is introduced to immunize de-synchronization attack and avoid time synchronization issue. In addition, user privacy is achieved by supporting user unlinkability in the proposed protocol. Security analyses show that the proposed protocol is able to defend against major attacks on user authentication. © 2012 IEEE.","authentication protocol; de-synchronization attack; mapping relation; user privacy; user unlinkability; wireless environment","Computer crime; Global system for mobile communications; Internet protocols; Security of data; Authentication protocols; Desynchronization; Mapping relation; Unlinkability; User privacy; Wireless environment; Authentication"
"Tan M.; Aguilar K.S.","Tan, Margaret (55628591310); Aguilar, Kathrine Sagala (55505608900)","55628591310; 55505608900","An investigation of students' perception of Bluetooth security","2012","7","10.1108/09685221211286539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870282002&doi=10.1108%2f09685221211286539&partnerID=40&md5=8bf21324eff89ee7ec1645acd9e2a9cb","Purpose - Various research investigations have found that students' awareness of information security issues continues to be poor and this is indeed a concern especially when students use information technologies pervasively to communicate, to socialize as well as to work on academic assignments. As it is important to understand students' behaviors towards information security and safety in the digital cyberspace, the purpose of this paper is to investigate their awareness and perception, in particular, of Bluetooth security threats and risks, and whether they are able to take preventive measures to protect themselves from such security vulnerabilities. Bluetooth technology is used in this study as it is a widely used form of wireless networks that facilitates computing resources to be connected anytime anywhere; however, it has security weaknesses like any other digital networks. Design/methodology/approach - A field survey was conducted to collect the empirical data from students at a local university. The survey instrument/questionnaire was developed based on various literatures on Bluetooth applications, Bluetooth security vulnerabilities, and users' usage and perception on computer security and safety. Findings - The results show that most students do not take precautions to mitigate against security vulnerabilities; however, there is a difference on students' perceptions based on their academic major or domain knowledge, for instance, engineering students have demonstrated significant awareness of security risks compared to students from the business and social science colleges. It is therefore not surprising to note that engineering students are more cautious users of Bluetooth, hence are more secure users of technologies. Practical implications - The findings provide useful information for academic institutions to understand students' behavior towards security risks especially in terms of identity theft, unsecured systems and inadequate security practices. Indeed, the findings of this study highlight or emphasize the importance of promoting security awareness to student cohorts especially on the use of mobile computing applications such as Bluetooth or wireless. Perhaps, universities should design curriculum to incorporate the study of information and cyber security so as to inculcate a culture of cyber safety as well as to prepare these prospective employees as more secured users when they enter the workplace. Indeed, considering the increasing number of users who tend to be naïve on security vulnerabilities, this research adds a critical message also to manufacturers and software developers to design more robust security features so as to minimize security breaches. Originality/value - This paper provides further evidence to the body of research investigations on information and computing security threats and students' perceptions and behavior towards security risks and vulnerabilities. More important, this paper confirms that most students are not secure users, and it seems they not very capable of protecting themselves from security threats. © Emerald Group Publishing Limited.","Computer networks; Computer security; Computer users; Information security; Information technology; Internet; Internet security; Students","Bluetooth; Computer networks; Curricula; Engineering research; Information technology; Internet; Risk perception; Safety engineering; Security systems; Students; Surveys; Academic institutions; Bluetooth application; Bluetooth technology; Computer users; Computing applications; Computing resource; Computing security; Cyber security; Cyber-safety; Cyberspaces; Design curricula; Design/methodology/approach; Digital networks; Domain knowledge; Empirical data; Field surveys; Identity theft; Internet security; Preventive measures; Robust security; Security awareness; Security breaches; Security Practice; Security risks; Security threats; Security vulnerabilities; Security weakness; Software developer; Survey instruments; Security of data"
"Lelarge M.","Lelarge, Marc (57202938179)","57202938179","Coordination in network security games: A monotone comparative statics approach","2012","33","10.1109/JSAC.2012.121213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870265201&doi=10.1109%2fJSAC.2012.121213&partnerID=40&md5=4c2c67d8895e6b634c950e129dea30ac","Malicious softwares or malwares for short have become a major security threat. While originating in criminal behavior, their impact are also influenced by the decisions of legitimate end users. Getting agents in the Internet, and in networks in general, to invest in and deploy security features and protocols is a challenge, in particular because of economic reasons arising from the presence of network externalities. In this paper, we focus on the question of incentive alignment for agents of a large network towards a better security. We start with an economic model for a single agent, that determines the optimal amount to invest in protection. The model takes into account the vulnerability of the agent to a security breach and the potential loss if a security breach occurs. We derive conditions on the quality of the protection to ensure that the optimal amount spent on security is an increasing function of the agent's vulnerability and potential loss. We also show that for a large class of risks, only a small fraction of the expected loss should be invested. Building on these results, we study a network of interconnected agents subject to epidemic risks. We derive conditions to ensure that the incentives of all agents are aligned towards a better security. When agents are strategic, we show that security investments are always socially inefficient due to the network externalities. Moreover alignment of incentives typically implies a coordination problem, leading to an equilibrium with a very high price of anarchy. © 2012 IEEE.","Economics of Information Security; Game Theory; Incentives; Network Effects; Optimal Security Investment","Alignment; Economics; Game theory; Internet protocols; Optimization; Security systems; A-monotone; Coordination problems; Economic models; Economics of information; End users; Expected loss; High price; Incentive alignment; Incentives; Increasing functions; Large networks; Malicious software; Malwares; Network effects; Network externality; Optimal security; Potential loss; Security breaches; Security features; Security investments; Security threats; Single-agent; Network security"
"Yang Y.","Yang, Yang (56427647300)","56427647300","A communication efficient group key distribution scheme for MANETs","2012","5","10.1007/978-3-642-34601-9_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871565550&doi=10.1007%2f978-3-642-34601-9_27&partnerID=40&md5=8e65af3ebf65958b1fe395fd4853d561","To secure the group communication in wireless ad hoc networks, a group key shared between participants is required. The special nature and the constraints posed by wireless ad hoc networks make the establishment of a group key a challenging task. The execution of a group key distribution scheme must be very carefully designed having in mind both the computation and communication efficiency. In this paper, we propose a communication efficient group key distribution scheme which adopts the Identity Based Broadcast Encryption (IBBE) methodology. No message exchange is required for the suggested scheme to establish a group key when the group members' identities are known to the broadcaster. A highlight of the scheme is that communication overhead remains unchanged as group size grows. In order for the group member to obtain his/her session key, only one bilinear pairing computation is required. Moreover, we show that the new scheme is proved secure in standard model under the truncated q-ABDHE assumption. Thus, the scheme can not only meet security demands but also efficient in terms of computational and communication. Our scheme is tested on a modern station and the experimental results demonstrate its suitability for large scale MANETs. © 2012 Springer-Verlag.","Ad hoc network; Identity based; Information security; Key distribution; Public key cryptography; Standard model","Ad hoc networks; Communication; Mobile ad hoc networks; Network security; Public key cryptography; Security of data; Bilinear pairing; Broadcast encryption; Communication efficiency; Communication overheads; Group communications; Group key; Group key distribution schemes; Group members; Group size; Identity-based; Key distribution; Message exchange; Session key; Standard model; Computational efficiency"
"Lokeswara Reddy V.; Subramanyam A.; Chenna Reddy P.","Lokeswara Reddy, V. (55203478000); Subramanyam, A. (57190618792); Chenna Reddy, P. (55375451100)","55203478000; 57190618792; 55375451100","Implementation of least significant bit steganography and statistical steganalysis","2012","2","10.1145/2393216.2393328","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870676283&doi=10.1145%2f2393216.2393328&partnerID=40&md5=8e8f6efacf57a21054fbaf0bf5bb9fbf","Least Significant Bit (LSB) Steganography is a method for hidden information in such a way that can only be detected by its intended recipient. Steganography in Digital media becomes a challenging discipline, since the Human Auditory System (HAS) is highly sensitive. One of the main obstacles of the number of files hiding in Digital media is to develop a system which has the quality to include number of files and without affectively the Digital media and provides Statistical steganalysis schemes detect the existence of secret information embedded by steganography. The detection and regular singular (RS) attack methods are two well known statistical stegnalysis schemes used against LSB. The embedded message length can be estimated accurately by these two steganalysis schemes. For secret communication, the resistance of steganography against steganalysis is very important for information security. To avoid enemy's attempts, the statistical features between stego-media and cover-media should be as similar as possible for better resistance to steganalysis. In this paper we propose a reversible histogram transformation function based LSB steganographic method to resist statistical steganalysis. The cover data should not be significantly degraded by the embedded data and the embedded data should be as imperceptible as possible. The embedded data should be as immune as possible to modifications from intelligent attacks or anticipated manipulations. Thus it is necessary that the hidden message should be encrypted. Steganograph is an application of Digital media(Image, Audio, Video) steganography. It hides data in digital media files. Copyright © 2012 ACM.","Least significant bit(LSB); Steganalysis; Steganography","Audition; Digital storage; Statistics; Attack methods; Embedded messages; Hidden information; Hidden messages; Human auditory system; Least significant bit steganography; Least significant bits; Secret information; Statistical features; Statistical steganalysis; Steganalysis; Transformation functions; Steganography"
"Lidskii E.A.; Mikhaleva U.A.","Lidskii, E.A. (57199570626); Mikhaleva, U.A. (55537463900)","57199570626; 55537463900","Principles of prediction of information protection in the communication network","2012","0","10.1615/TelecomRadEng.v71.i18.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871604243&doi=10.1615%2fTelecomRadEng.v71.i18.40&partnerID=40&md5=ca0cef01b6c45814b638e67403ee01bd","An active method for combating unauthorized intrusion into the communication network operation is discussed. Preventive measures are planned based on known data on vulnerability of software products. An open NVD database is used. The most dangerous threats are predicted in the form of a game between two partners: the attacker and the defender. The game results in recommendations on information protection for the studied program system. © 2012 by Begell House, Inc.","Attack; Database; Efficiency; Estimation; Information security; Payoff matrix; Protection; Software; Threat; Vulnerability","Computer software; Database systems; Efficiency; Electrical engineering; Estimation; Attack; Payoff matrix; Protection; Threat; Vulnerability; Security of data"
"Quaglia A.; Epifano C.M.","Quaglia, Adamo (56055502300); Epifano, Calogera M. (56055827600)","56055502300; 56055827600","Face recognition: Methods, applications and technology","2012","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895312815&partnerID=40&md5=bbf4daea8d340671eeb5f4ce776d162a","Face recognition has been an active area of research in image processing and computer vision due to its extensive range of prospective applications relating to biometrics, information security, video surveillance, law enforcement, identity authentication, smart cards, and access control systems. Topics discussed in this compilation include two-dimensional principal component analysis algorithms for face recognition; principal component analysis (PCA) and artificial immune networks in face recognition; multi-class learning facial age estimation and forensic face recognition. © 2012 by Nova Science Publishers, Inc. All rights reserved.","",""
"Zakrevskij A.","Zakrevskij, Arkadij (6505767655)","6505767655","Solving large systems of Boolean equations","2012","0","10.4018/978-1-4666-1900-5.ch002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898304263&doi=10.4018%2f978-1-4666-1900-5.ch002&partnerID=40&md5=349671dfb30cd37383273f8837f54883","Systems of many Boolean equations with many variables are regarded, which have a lot of practical applications in logic design and diagnostics, pattern recognition, artificial intelligence, et cetera. Special attention is paid to systems of linear equations playing an important role in information security problems. A compact matrix representation is suggested for such systems. A series of original methods and algorithms for their solution is surveyed in this chapter, as well as the information concerning their program implementation and experimental estimation of their efficiency. © 2013, IGI Global.","",""
"Rashed A.; Santos H.","Rashed, Abdullah (36500230000); Santos, Henrique (14822579200)","36500230000; 14822579200","Wireless identity management: Multimodal biometrics and multilayered IDM","2012","0","10.4018/978-1-4666-0191-8.ch013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898551664&doi=10.4018%2f978-1-4666-0191-8.ch013&partnerID=40&md5=289a910072e9a2a998dd4106f1218cc3","In the wireless era, digital users in the electronic world (e-world) are represented by sets of data called Digital Identities (ID), which they use, among other functions, for authentication purposes. Within the e-world it is risky to lose an identity and so security solutions are required to protect IDs. Information security should provide the necessary Identity Management (IDM) process to mitigate that threat. Moreover, efficient protection of digital identities would encourage users to enter the digital world without worries. The suggested solution depends on three dimensions: management, security solution, and security dimensions. The proposed model appears as a multi-layered security approach, since it tries to integrate different security technologies and multimodal biometrics tools and practices, such as wireless management, policies, procedures, guidelines, standards, and legislation. The advantages, limitations, and requirements of the proposed model are discussed. © 2012, IGI Global.","",""
"Blumenthal U.; Haines J.; Streilein W.; O'Leary G.","Blumenthal, Uri (6701324953); Haines, Joshua (7202109753); Streilein, William (7801683998); O'Leary, Gerald (57213921642)","6701324953; 7202109753; 7801683998; 57213921642","Information security for situational awareness in computer network defense","2012","2","10.4018/978-1-4666-0104-8.ch006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898100733&doi=10.4018%2f978-1-4666-0104-8.ch006&partnerID=40&md5=8faed2421e7671ad37aacf70a2b6a888","Situational awareness - the perception of ""what is going on"" - is crucial in every field of human endeavor, especially so in the cyber world where most of the protections afforded by physical time and distance are taken away. Since ancient times, military science emphasized the importance of preserving your awareness of the battlefield and at the same time preventing your adversary from learning the true situation for as long as possible. Today cyber is officially recognized as a contested military domain like air, land, and sea. Therefore situational awareness in computer networks will be under attacks of military strength and will require military-grade protection. This chapter describes the emerging threats for computer SA, and the potential avenues of defense against them. © 2012, IGI Global.","",""
"Ruth S.; Stone S.","Ruth, Stephen (7003478091); Stone, Samuel (55506008200)","7003478091; 55506008200","A legislator's dilemma","2012","0","10.1109/MIC.2012.127","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870277271&doi=10.1109%2fMIC.2012.127&partnerID=40&md5=529e6ffe5d22d6ac6426b046d20dac99","Drafting and passing federal laws aimed at curbing online copyright violations or discouraging hacking into private databases has proven difficult enough, but a greater challenge looms: top cybersecurity officials worry that major infrastructure elements such as financial, electrical, and water systems could be taken down if cybersecurity legislation continues to be deferred. © 1997-2012 IEEE.","cybersecurity legislation; hacking; hacktivism; Internet; online piracy","Computer crime; Personal computing; Cyber security; Federal law; hacktivism; Online piracy; Private database; Water system; Internet"
"Petríková J.; Števko M.","Petríková, Jirina (56055141100); Števko, Martin (57184150000)","56055141100; 57184150000","Research of the information security implementation level in the university environment","2012","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895087151&partnerID=40&md5=a137520a3c6289e27f517fedc6cc2802","[No abstract available]","Information Security Management System; ISO 17799; ISO 27000; IT Infrastructure Library; Public Sector; Security; Universities",""
