"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Wei F.; Zhang M.","Wei, Fang (36769636400); Zhang, Miao (55704475100)","36769636400; 55704475100","A risk assessment scheme of intellignet terminal based on attack tree","2016","2","10.1109/CCIS.2016.7790226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011019518&doi=10.1109%2fCCIS.2016.7790226&partnerID=40&md5=24dd1342a3eda4ef8d705cc4892b8c0d","With the rapid development of mobile Internet, the functions and scale of mobile intelligent terminal are expanding constantly. The threats of mobile intelligent terminal are gradually revealed. There are a few previous studies on the risk assessment of intelligent terminal. From now on they did not establish an assessment system. Previous studies on the security evaluation of intelligent terminals mostly gave the result of system security, insecurity and general security, they did not give the most probable attack way. If the managers know the most probable attack way, they will find the weakest places so that they can protect this system. This paper proposes an intelligent terminal security risk assessment scheme based on attack tree. It can not only evaluate the security of the system, but also can find the most probable attack path. We build an intelligent terminal model based on attack tree, then use probabilistic risk assessment technique to calculate the occurrence probability of leaf nodes, root node and attack sequences. The risk value of root node can be calculated according to the threat value caused by the realization of attack target. The calculation result shows the root node's probability of being attacked, then can help the risk management persons to find the weakest places and the most dangerous attack scenario in the intelligent terminal. The calculation result also effectively indicates the assessment of security about intelligent terminal. © 2016 IEEE.","Attack tree; Information security; Intelligent terminal; Risk Assessment","Cloud computing; Distributed computer systems; Forestry; Risk management; Risk perception; Risks; Security of data; Assessment system; Attack tree; Calculation results; Intelligent terminal; Mobile intelligent terminals; Occurrence probability; Probabilistic risk assessment techniques; Security evaluation; Risk assessment"
"Schaberreiter T.; Quirchmayr G.; Juuso A.-M.; Ouedraogo M.; Röning J.","Schaberreiter, Thomas (26868167100); Quirchmayr, Gerald (6603094193); Juuso, Anna-Maija (54882380500); Ouedraogo, Moussa (57224707161); Röning, Juha (6701703474)","26868167100; 6603094193; 54882380500; 57224707161; 6701703474","Towards a complex systems approach to legal and economic impact analysis of critical infrastructures","2016","2","10.1109/ARES.2016.65","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015344265&doi=10.1109%2fARES.2016.65&partnerID=40&md5=4b3891794f5356fa091be8bf243fcbed","Information security has become interdependent, global and critical - it has become cybersecurity. In this complex environment, legal consideration and economic incentives are as integral to ensuring the security of information systems as the technological realization. In this paper, we argue that comprehensive cybersecurity requires that these three disciplines are considered together. To this end, we propose a legal analysis framework, which can can be used to study legal and economic requirements for cybersecurity in relation to technological realities. The framework yields concrete recommendations, which complex system and critical infrastructure stakeholders can utilize to improve security within their networks. The analysis framework aims to offer key stakeholders a better understanding of the legal and economic requirements for cybersecurity and provide them with recommendations that are in line with modern cybersecurity strategies, including the enhancement of cooperation and collaboration capabilities and the implementation of other state-of-the-art security mechanisms. © 2016 IEEE.","Complex systems; Critical infrastructures; Cybersecurity; Economics of cybersecurity; Legal analysis; Situational awareness","Complex networks; Economic analysis; Large scale systems; Public works; Security of data; Analysis frameworks; Collaboration capabilities; Complex environments; Cyber security; Economic requirements; Legal analysis; Security mechanism; Situational awareness; Critical infrastructures"
"Granadillo G.G.; El-Barbori M.; Debar H.","Granadillo, Gustavo Gonzalez (55328950200); El-Barbori, Mohammed (56407205000); Debar, Hervé (6603471078)","55328950200; 56407205000; 6603471078","New types of alert correlation for security information and event management systems","2016","13","10.1109/NTMS.2016.7792462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011281194&doi=10.1109%2fNTMS.2016.7792462&partnerID=40&md5=6dda011dab6c00d37c2e17a9bdac7da3","Current Security Information and Event Management systems (SIEMs) constitute the central platform of modern security operations centers. They gather events from multiple sensors (intrusion detection systems, anti-virus, firewalls, etc.), correlate these events, and deliver synthetic views of the alerts for threat handling and security reporting. However, as the number of security incidents, and thus the diversity of alerts received by SIEMs increases, the need for appropriate treatment of these alerts has become essential. Alert correlation has been proposed in order to alleviate this problem. Current alert correlation techniques provide a better description of the detected incident and a concise view of the generated alerts, reducing their volume and thus their processing time. Although such techniques support administrators in processing a huge number of alerts, they remain limited, since these solutions do not provide information about the attacker's behavior and the defender's capability in reacting to detected attacks. In this paper, we propose two novel alert correlation approaches. The first is based on policy enforcement and defender capability models; and the second is based on information security indicators. We therefore enrich the current state of the art in alert correlation techniques with complementary approaches. © 2016 IEEE.","","Computer system firewalls; Correlation methods; Information management; Intrusion detection; Security of data; Viruses; Alert correlation; Capability model; Intrusion Detection Systems; Multiple sensors; Policy enforcement; Security incident; Security information and event management systems; Security operations; Computer viruses"
"Naudet Y.; Mayer N.; Feltus C.","Naudet, Yannick (55908737100); Mayer, Nicolas (24401486700); Feltus, Christophe (24528263400)","55908737100; 24401486700; 24528263400","Towards a systemic approach for information security risk management","2016","6","10.1109/ARES.2016.76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015260587&doi=10.1109%2fARES.2016.76&partnerID=40&md5=187b68342e9ee8bedee4cd281aa1b603","Risk management in the field of information security is most often handled individually by enterprises, taking only a limited view on the influential factors coming from their providers, clients or more globally from their environment. This approach becomes less appropriate in the case of networked enterprises, which tend to form ecosystems with complex influence links. A more holistic approach is needed to take these into account, leading to systemic risk management, i.e. risk management on the entire system formed by the networked enterprises, to avoid perturbations of the ecosystem due to local, individual, decision-making. In this paper, we propose a new metamodel for Information System Security Risk Management (ISSRM), comprising systemic elements as defined in the General Systems Theory. We discuss the design of this new model, highlighting in particular how risk management can be related to a problem-solving approach and the important concepts that are instantiated when taking a systemic approach to ISSRM. © 2016 IEEE.","Information security; Risk management; Systemic approach","Decision making; Ecology; Ecosystems; Information management; Problem solving; Security of data; Entire system; General systems theory; Holistic approach; Influential factors; Information security risk managements; Information system security risk managements; Networked enterprise; Systemic approach; Risk management"
"Alves T.; Das R.; Morris T.","Alves, Thiago (56715157600); Das, Rishabh (57199967568); Morris, Thomas (56559385500)","56715157600; 57199967568; 56559385500","Virtualization of industrial control system testbeds for cybersecurity","2016","30","10.1145/3018981.3018988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014859477&doi=10.1145%2f3018981.3018988&partnerID=40&md5=9518547ea3c7f908327f74810345a707","With an immense number of threats pouring in from nation states and hacktivists as well as terrorists and cybercriminals, the requirement of a globally secure infrastructure becomes a major obligation. Most critical infrastructures were primarily designed to work isolated from the normal communication network, but due to the advent of the ""Smart Grid"" that uses advanced and intelligent approaches to control critical infrastructure, it is necessary for these cyber-physical systems to have access to the communication system. Consequently, such critical systems have become prime targets; hence security of critical infrastructure is currently one of the most challenging research problems. Performing an extensive security analysis involving experiments with cyber-attacks on a live industrial control system (ICS) is not possible. Therefore, researchers generally resort to test beds and complex simulations to answer questions related to SCADA systems. Since all conclusions are drawn from the test bed, it is necessary to perform validation against a physical model. This paper examines the fidelity of a virtual SCADA testbed to a physical test bed and allows for the study of the effects of cyber-attacks on both of the systems. © 2016 ACM.","Cybersecurity; ICS; MODBUS; OpenPLC; PLC; SCADA; Simulink; Vulnerability Analysis","Complex networks; Computer crime; Control systems; Crime; Critical infrastructures; Embedded systems; Equipment testing; Integrated circuits; Intelligent control; Network security; Programmable logic controllers; Public works; SCADA systems; Terrorism; Testbeds; Virtualization; Cyber security; MODBUS; OpenPLC; SCADA; Simulink; Vulnerability analysis; Cyber Physical System"
"Thangavel M.; Varalakshmi P.; Sindhuja R.","Thangavel, M. (56419983300); Varalakshmi, P. (46661903700); Sindhuja, R. (58134258400)","56419983300; 46661903700; 58134258400","A comparative study on DNA-based cryptosystem","2016","6","10.4018/978-1-5225-1785-6.ch019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016341883&doi=10.4018%2f978-1-5225-1785-6.ch019&partnerID=40&md5=9accdb035e6f35d25cab467d0565a1ad","Information security plays a vital role in almost every application that we handle in our day-to-day lifesince the communication needs to be protected in terms of the messages that we send and receive. Thus,cryptography the science of encoding the secret information provides security from being known by theunintended receivers. It ensured confidentiality, integrity, and authentication of messages. To simplifythe methodology of traditional cryptography with the usage of genetic concepts lead to the field of DNAcryptography. This chapter gives an insight on various methods so far proposed related to DNA cryptographythat involves the characteristics of DNA incorporating the traditional cryptographic techniquesand a detailed comparison of these techniques thereby proposing the requirements for an efficient DNAbasedcryptographic system. These techniques also include the area of steganography that conceals themessage within a cover or a career media to eschew the attacks from the intruders. © 2017, IGI Global.","","DNA; Security of data; Comparative studies; Secret information; Cryptography"
"Dipert R.R.","Dipert, Randall R. (12241662800)","12241662800","The ethics of cyberwarfare","2016","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108931203&partnerID=40&md5=0504c1335e1ce9acc46804b5f6169351","The paper addresses several issues in the morality of cyberwar and cyberwarfare, defined as one nations attacks on the governmental or civilian information systems of another nation. It sketches the diverse technical ways in which an attack may occur, including denial-of-service attacks and the insertion of various forms ofmalware. It argues that existing international law and widely discussed principles of Just War Theory do not straightforwardly apply to cyberwarfare, and many forms of cyberwarfare differ from previous forms of warfare in neither injuring nor killing human beings, nor causing lasting physical damage - but can nevertheless cause serious harm to a nations vital interests. Another dissimilarity with traditional warfare is in the degree of knowledge of the identity of an attacker (the 'attribution problem'). The paper argues that cyberwarfare is not amenable to regulation by international pacts and that we can expect long periods of low-level, multilateral cyberwarfare, a Cyber Cold War, as a game-theoretic equilibrium is sought, . The paper laments the lack of a cyberwarfare policy, and concludes that it is only by applying game-theoretic principles that strategies can be discovered that are both moral and effective in suppressing overall harm to all parties in the long run. © Braden R. Allenby 2015.","cyberattack; cyberespionage; cybersecurity; cyberwarfare; Ethics; just war theory",""
"Moore M.","Moore, Michelle (57193696707)","57193696707","Cybersecurity Breaches and Issues Surrounding Online Threat Protection","2016","2","10.4018/978-1-5225-1941-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015938511&doi=10.4018%2f978-1-5225-1941-6&partnerID=40&md5=f28a49378f8b971bd77b6c2fd4ad3c52","Technology has become deeply integrated into modern society and various activities throughout everyday life. However, this increases the risk of vulnerabilities, such as hacking or system errors, among other online threats. Cybersecurity Breaches and Issues Surrounding Online Threat Protection is an essential reference source for the latest scholarly research on the various types of unauthorized access or damage to electronic data. Featuring extensive coverage across a range of relevant perspectives and topics, such as robotics, cloud computing, and electronic data diffusion, this publication is ideally designed for academicians, researchers, computer engineers, graduate students, and practitioners seeking current research on the threats that exist in the world of technology. © 2017 by IGI Global. All rights reserved.","","Personal computing; Students; Computer engineers; Cyber security; Electronic data; Graduate students; Online threats; Reference source; Scholarly research; Unauthorized access; Computer crime"
"Montenegro C.; Moncayo D.","Montenegro, Carlos (57189242187); Moncayo, Diana (57193072067)","57189242187; 57193072067","Information security risk in SMEs: A hybrid model compatible with IFRS: Evaluation in two Ecuadorian SMEs of automotive sector","2016","3","10.1109/INFOCOMAN.2016.7784226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010297347&doi=10.1109%2fINFOCOMAN.2016.7784226&partnerID=40&md5=51d4cd9e9bbe0104452f455263b295d7","The study develops a hybrid model for Assessment and Reduction of Information Security Risk in SMEs. The Design, that proposes generalization mechanisms, combines benefits of quantitative and qualitative methods: ISO 27005, OCTAVE-S and MAGERIT contribute with qualitative techniques; IFRS supports a quantitative technique to estimate impact over assets subject to risk. The Evaluation is done applying model in two Ecuadorian SMEs of automotive sector. The case study allows concluding that model requires a reasonable effort, and involves business executives and operational staff with no greater ICT specialization; in addition, shows the technical and operational applicability. Thus, the work provides a practical tool formally developed, according to DSR approach and using complementary methods. The solution includes components not explicitly integrated in technical literature, and a proposal to promote generalizing its validity. © 2016 IEEE.","IFRS; information security risk; ISO 27005; MAGERIT; OCTAVE-S; SME","Automotive industry; Risk perception; Security of data; IFRS; Information security risks; ISO 27005; MAGERIT; OCTAVE-S; Risk assessment"
"Satar S.D.M.; Hamid N.A.; Ghazali F.; Muda R.; Mohamed M.A.","Satar, Siti Dhalila Mohd (56997438200); Hamid, Nazirah Abd (55047020800); Ghazali, Fatimah (56715555800); Muda, Roslinda (56716086400); Mohamed, Mohamad Afendee (57194596063)","56997438200; 55047020800; 56715555800; 56716086400; 57194596063","An image steganography algorithm based on logical connective","2016","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006356992&partnerID=40&md5=330528c3e6c1e06743611157954c2fc4","In cloud computing, steganography can be employed as one of the solutions that is mainly used to protect transmitted data from any security breaches. Most of the existing steganography algorithms cannot embed a high capacity of secret message. The aim of this study is to show that the proposed algorithm can embed a high capacity of secret message without noticeable distortion to the images. The proposed algorithm is used Logical Connective to calculate a new binary number of secret message. From the experiments that have been conducted, the largest numbers of characters that can be hidden into and retrieved from the image are 32,763 characters with 55.92 PSNR value. This PSNR value can be considered as a good value, which means that the proposed algorithm can hide a high capacity of secret messages underneath the image with near-zero distortion. Hence this new steganography algorithm is very efficient to hide secret messages inside an image. © 2005 - 2016 JATIT & LLS. All rights reserved.","Cloud computing; Image steganography; Information security; Least Significant Bit (LSB); Logical connective algorithm",""
"Djuraev R.X.; Umirzakov B.M.","Djuraev, R.X. (57193074196); Umirzakov, B.M. (57193077511)","57193074196; 57193077511","Model of assessment of risks of information security in the environment of cloud computing","2016","2","10.1109/ICISCT.2016.7777391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010607137&doi=10.1109%2fICISCT.2016.7777391&partnerID=40&md5=f4683713f20b33d30554a22a4d2f567e","in this work we have been analyzed and resolved the issues of IS risk assessment of the cloud computing using simulation method. © 2016 IEEE.","analysis; CDM; client; Cloud; DDos-attack; hackers; Model; network; PSB; service; users","Cloud computing; Clouds; Denial-of-service attack; Information science; Models; Network security; Networks (circuits); Personal computing; Security of data; analysis; client; DDoS Attack; hackers; service; users; Risk assessment"
"Yang S.; Wilson I.; Huang P.; Bernstein M.; Hafner F.; Layton T.","Yang, Sherry (52763970000); Wilson, Ian (55439760600); Huang, Peter (57192963369); Bernstein, Mitchell (57192955135); Hafner, Florian (14046891600); Layton, Terry (57190246741)","52763970000; 55439760600; 57192963369; 57192955135; 14046891600; 57190246741","A platform for securing inter-agency flight information exchange","2016","0","10.1109/DASC.2016.7777993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009495420&doi=10.1109%2fDASC.2016.7777993&partnerID=40&md5=b6a5b507ea720d8b197cb950ee7ca73d","The primary focus of the FAA Collaborative Information Management (CIM) program is on interoperability between US partner agencies and the FAA. Much of the information in the partner agency's systems is operationally sensitive or classified and cannot be released, nor can it be broadcasted unencrypted on any public data links including Mode-S and Automatic Dependent Surveillance (ADS) Extended Squitter (ES). The concept of increased safety and efficiency by use of widely shared operational information between FAA systems and partner agency ground systems relies on greatly enhanced interoperability for information sharing among coalition partners and government agencies, supporting information sharing policies and governances. The purpose of the CIM II program is to inform future decision making regarding controlled, secure information sharing between the partner agencies and the FAA and other Air Navigation Service Providers (ANSP) as they develop and implement their respective data communications and information sharing security requirements. This paper describes a phased R&D approach, operational use cases, and a Live Virtual Constructive (LVC) simulation platform for secure exchange of flight information between the FAA System Wide Information Management (SWIM) Security Service and a simulated DoD system in support of interagency operations and standards-based global interoperability. A case study example is presented to discuss the key elements that support the operational scenarios for inter-agency information sharing, primarily of flight information. © 2016 IEEE.","Data Link; Federated IAM; Flight Interoperability; Information Security; LVC; SAML; SWIM","Air navigation; Avionics; Decision making; Digital avionics; Distributed computer systems; Flight simulators; Information analysis; Information dissemination; Interoperability; Security of data; Air navigation service providers; Automatic dependent surveillance; Collaborative information management; Data link; Federated IAM; SAML; SWIM; System wide information management; Information management"
"Huang C.-T.; Wu C.-L.; Chang J.-C.; Wan Y.-L.; Wang S.-J.","Huang, Cheng-Ta (36952970000); Wu, Chia-Ling (57193135660); Chang, Jen-Chun (7601551344); Wan, Yu-Lun (57193139784); Wang, Shiuh-Jeng (7410333676)","36952970000; 57193135660; 7601551344; 57193139784; 7410333676","Reversible SMVQ Image Hiding Using Adaptive Search Order Coding","2016","0","10.1109/DICTA.2016.7797074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011096855&doi=10.1109%2fDICTA.2016.7797074&partnerID=40&md5=4f5743e8c839ed445a4a87e86928697a","Recently, the information security issues are watched closely. Numerous researchers have exploited data hiding to develop secure communications. This study proposes a lossless data hiding scheme for side match vector quantization (SMVQ) compressed images based on the search order coding (SOC) algorithm. In the SMVQ index table, the difference between the current index and one of its adjacent SMVQ indices is calculated and encoded into an indicator generated from the Huffman coding where the codeword length is variable. The indicator also contains some bits to identify different embedding cases. The experimental results indicate that our proposed scheme can achieve a high compression ratio. © 2016 IEEE.","Huffman coding; Reversible data hiding; Search Order Coding; SMVQ","Codes (symbols); Security of data; Steganography; Compressed images; High compression ratio; Huffman coding; Lossless data hiding; Reversible data hiding; Search order coding; Side match vector quantization; SMVQ; Image coding"
