"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Tipton H.F.; Krause M.","Tipton, Harold F. (56987651200); Krause, Micki (57204527540)","56987651200; 57204527540","Information security management handbook","2008","41","10.1201/9781420067101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056382119&doi=10.1201%2f9781420067101&partnerID=40&md5=ad1a96408bb91243fb681ee080927487","A compilation of the fundamental knowledge, skills, techniques, and tools require by all security professionals, Information Security Handbook, Sixth Edition sets the standard on which all IT security programs and certifications are based. Considered the gold-standard reference of Information Security, Volume 2 includes coverage of each domain of the Common Body of Knowledge, the standard of knowledge required by IT security professionals worldwide. In step with the lightening-quick, increasingly fast pace of change in the technology field, this book is updated annually, keeping IT professionals updated and current in their field and on the job. © 2008 by Taylor & Francis Group, LLC.","",""
"Kondakci S.","Kondakci, Suleyman (15061511300)","15061511300","A recursive method for validating and improving network security solutions","2008","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893204852&partnerID=40&md5=9c4c5fe713664c7eecb12ee805add52f","We present a simple and efficient method called Validate Improve Recur (VIR) to assess and improve information security solutions. We consider validation and improvement of new security designs and evaluation of existing security implementations. The presented work will enable security administrators and evaluation facilities to improve security solutions, identify, monitor, and manage risks that may propagate to final security implementations. As a self-assessment method inexperienced users can also apply VIR to design and evaluation tasks. © 2008 Atilla Elçi.","Security design validation; Security evaluation","Design and evaluations; Design validation; Network security solutions; Recursive methods; Security design; Security design validation; Security evaluation; Security implementations; Security solutions; Simple++; Network security"
"Smedinghoff T.J.","Smedinghoff, Thomas J. (57190780232)","57190780232","The state of information security law: A focus on the key legal trends","2008","2","10.1080/07366980701838449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953897890&doi=10.1080%2f07366980701838449&partnerID=40&md5=307029d8054741ff46a229fc4a741e87","[No abstract available]","",""
"Krimgen M.; Fischer D.; Engel T.","Krimgen, Michael (55847502000); Fischer, Daniel (56804364200); Engel, Thomas (17434157900)","55847502000; 56804364200; 17434157900","A security protocol for space link communication","2008","0","10.2514/6.2008-3502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085402652&doi=10.2514%2f6.2008-3502&partnerID=40&md5=b8f93e971ce3cf8acc7f2708db5f9172","When the first spacecraft were launched, performance and reliable communication were the main concerns in the design of the communication systems. With more and more spacecraft in operation, and taking into account the experiences from the terrestrial In- ternet, information security has become an important issue in space communication. The European Space Agency (ESA) has developed a framework for the control and operation of spacecraft (SCOS-2000) which is used in numerous European space missions. SCOS-2000 implements protocols which are defined by CCSDS (Consultative Committee for Space Data Systems). Currently, this protocol stack does not include authentication and confidentiality. This paper discusses the design of a security layer for the SCOS-2000 protocol and outlines its integration in the architecture of the SCOS-2000 framework. The security layer is realized as a layer-extension of the data-link layer and integrates confidentiality, authentication, integrity and sequence numbering to the existing layer. © 2008 by Michael Krimgen.","","Authentication; Network architecture; Consultative committee for space data systems; Data link layer; European Space Agency; Reliable communication; Security layers; Security protocols; Space communications; Space missions; Space flight"
"Burton B.A.","Burton, Benjamin A. (16425386100)","16425386100","Breaking the routine: Events to complement informatics olympiad training","2008","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011629098&partnerID=40&md5=0eb842e94eb7fce7233dd0430784c9ed","Like many other countries, Australia holds live-in schools to train and select students for the International Olympiad in Informatics. Here we discuss some of the more interesting events at these schools that complement the usual routine of lectures, problems and exams. In particular we focus on three events: (i) codebreakers, aimed at designing tests and finding counterexamples; (ii) ""B-sessions"", aimed at implementation and rigour; and (iii) team events, which use challenges in cryptography and information security to encourage teamwork in a competitive setting. Practical issues are also discussed. © 2008 Institute of Mathematics and Informatics, Vilnius.","Implementation; Programming contests; Teamwork; Testing; Training","Personnel training; Security of data; Testing; Australia; Implementation; Informatics; Practical issues; Programming contests; Teamwork; Network security"
"","","","3rd Workshop on Security Metrics, MetriCon 2008","2008","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094174395&partnerID=40&md5=5d1b46fdf924337281049b33020731b4","The proceedings contain 1 paper. The topic discussed include: quantitative evaluation of risk for investment efficient strategies in cybersecurity: the QuERIES methodology.","",""
"Wheeler T.L.","Wheeler, Thomas L. (57195091684)","57195091684","Organization security metrics: Can organizations protect themselves?","2008","1","10.1080/19393550802541200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025351805&doi=10.1080%2f19393550802541200&partnerID=40&md5=9ab02d0235eb4384d6ea6985fdee331e","Organizations normally do not possess a way to communicate those needs back to the rest of an organization. This paper demonstrates that organizations are vigilant to activity within their environment, so this research project will focus on process improvement to better organizations through internal processes. Prior to this project, Company X was unable to communicate and address threats to their organization. Prior to this project, each employee was not trained on security. However, each employee understood the norms and values of company processes on an individual level. Each employee was able to contribute details of security issues as they perceived them to make a comprehensive security model. This Security Working Group (SWG) project describes the steps necessary to create a self-educating, self-perpetuating process that spurns co-generative learning among an entire organization. Security training prepared each employee to be more attentive to risks to potential security issues. The result of this research proves that employees can detect threats in an organization with relatively little training. © 2008 Taylor & Francis.","Information security and risk management; Operations security; Physical (environmental) security; Risk matrix; Security monitoring; Security working group; Threat assessment",""
"Nguyen T.; Irvine C.","Nguyen, Thuy (56003110200); Irvine, Cynthia (7006350079)","56003110200; 7006350079","Use of evaluation criteria in security education","2008","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896525348&partnerID=40&md5=a3d9cbc9e3a4671ae996fec89edde38d","Success in information warfare will depend on resilient, reconstitutable cyber assets and the ability to assess and respond to attacks. A cornerstone of this success will be the ability of Information Assurance professionals to develop sound security requirements and determine the suitability of evaluated security products for mission-specific systems. Recognizing the pedagogical value of applying security evaluation criteria such as the Common Criteria (CC) to information security education, we recently introduced a graduate-level Computer Science course focusing on methodical security requirements engineering based on the CC. This course aims to provide students with an understanding of how security evaluation criteria can be used to specify system security objectives, derive security requirements from security objectives, establish life cycle and development processes, and provide an organizational framework for research and development. Although imperfect, the paradigmatic process of the CC provides a usable framework for in-depth study of various tasks relating to system requirements derivation and verification activities: system requirements elicitation, threat analysis, security objectives definition and security requirements expression. In-class discussions address fundamental security design principles and disciplines for information and software assurance (e.g., formal methods and life cycle management) as applied to security requirements derivation. Coverage of advanced CC topics includes high assurance evaluation, international and U.S. scheme interpretation processes, guidance for Protection Profile development, CC evaluation methodology, and composite evaluation. This paper describes the scope and design of a pilot course offering. Laboratory projects focus on the differences between security functional and assurance requirements, mock evaluation of a draft Protection Profile, examination of the interpretation process in the U.S. scheme, and development of a preliminary sketch of a Composed Assurance Package for a hypothetical composed target system that is suitable for use in operational environments requiring medium robustness. Lessons learned and planned refinements of course material and focus are also discussed.","Information assurance; Security education; Security evaluation; Security requirements engineering","Life cycle; Requirements engineering; Security of data; Teaching; Evaluation methodologies; Information assurance; Information security education; Organizational frameworks; Research and development; Security education; Security evaluation; Security requirements engineering; Curricula"
"Zheng B.; Zhao B.","Zheng, Bo (57198144590); Zhao, Buhui (9336483900)","57198144590; 9336483900","Security analysis for power system in China","2008","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902471962&partnerID=40&md5=388adbd3cb2a30e5f3be77072adaae98","The security of power system architecture in China is considered and the security of power system in China is analyzed all-sided in this paper. The paper first introduces the composition lank of power system, analyzes the hidden danger and stability problem of power generation, transmission and transformation, distribution in power system and point out corresponding solution. According to the problem of security, reliability, stability in power system information network, the paper analyzing the security of external network, internal network, data center and management, also point out corresponding solution. Copyright © (2008) by the Aussino Academic Publishing House.","Information security; Power system; Safety management; Security","Agriculture; Electric utilities; Information management; Information services; Security of data; Corresponding solutions; Power system; Power system architectures; Safety management; Security; Security analysis; Stability in power systems; Stability problem; Electric power transmission"
"Dynes S.; Goetz E.; Freeman M.","Dynes, Scott (57191497064); Goetz, Eric (23003965900); Freeman, Michael (56163404800)","57191497064; 23003965900; 56163404800","Cyber security: Are economic incentives adequate?","2008","8","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902341326&partnerID=40&md5=758b061e0bac5463b6ca661df3fe482d","Protecting national critical infrastructure assets from cyber incidents is an important challenge. One facet of this challenge is that the vast majority of the owners and operators of critical infrastructure components are public or private companies. This paper examines the threats faced by for-profit critical infrastructure entities, the incentives and drivers that influence investment in cyber security measures, and how policy initiatives might influence cyber preparedness in critical infrastructure entities. © 2008 by International Federation for Information Processing.","Economic incentives; Government policy; Information security","Critical infrastructures; Public policy; Security of data; Investments; Mobile security; Public policy; Public works; Security of data; Cyber security; Economic incentive; Policy initiatives; Private companies; Public works; Critical infrastructures"
"Onieva J.A.; Sauveron D.; Chaumette S.; Gollmann D.; Markantonakis K.","Onieva, Jose A. (6508244779); Sauveron, Damien (9734759200); Chaumette, Serge (14834051600); Gollmann, Dieter (55906742200); Markantonakis, Konstantinos (8379250300)","6508244779; 9734759200; 14834051600; 55906742200; 8379250300","Information security theory and practices: Smart devices, convergence and next generation networks: Second IFIP WG 11.2 international workshop, WISTP 2008 Seville, Spain, may 13-16, 2008 proceedings","2008","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943596562&partnerID=40&md5=edcd59d07f8c88c00d8dd98b6ad11083","[No abstract available]","",""
"Kurtel K.","Kurtel, Kaan (37107875500)","37107875500","Information security policy: Positioning the technological components of information security services under the perspective of electronic business","2008","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893158192&partnerID=40&md5=c4c94653b6fea8f0a757789ab38b56a7","Emerging trends increase the role of security in modern business life. Thus, the role of security policy has become more significant. An information security policy defines the firm's security requirements also minimizes security risks. This objective is simply realized by good collaboration between the security policy and the existing cryptographic technologies. This paper includes a descriptive and analytical understanding of the role of information security services for developing security policy; in addition, the study also explains some details of possible effects an electronic document related to this concept. Security policy developers are the main beneficiaries of this work. © 2008 Atilla Elçi.","And E-business; Information security policy","Security of data; Security systems; And E-business; Business life; CryptoGraphics; Emerging trends; Information security policies; Security policy; Security requirements; Security risks; Security services; Technological components; Electronic commerce"
"Kondakci S.","Kondakci, Suleyman (15061511300)","15061511300","DARIS: A probabilistic model for dependency analysis of risks in information security","2008","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893167337&partnerID=40&md5=2c26ff01f3a0a28cf0ed5d55c87d8a17","This paper presents an abstract concept of security planning processes using a simple probabilistic model to express conditional risk factors. This analytical work emphasizes relationships related to major security planning phases. The work discusses the chain of logical events that describe dependence in risk propagation. This unique work can provide a guidance for security planning and risk management applicable to various engineering fields. Especially, for security education, we need to provide approaches that are theoretically sound as well as practical and realistic. The risk analysis method provided by DARIS can also provide a theoretical basis in education of information security. © 2008 Atilla Elçi.","","Risk analysis; Risk assessment; Risk management; Abstract concept; Dependency analysis; Planning phasis; Planning process; Probabilistic models; Risk factors; Risk propagation; Security planning; Security risks; Simple++; Security of data"
"Burstein A.J.","Burstein, Aaron J. (8365607300)","8365607300","Conducting cybersecurity research legally and ethically","2008","18","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084095355&partnerID=40&md5=73ea8a1b4f4c597c86545fe6321d73d1","The primary legal obstacles to conducting cybersecurity are not outright prohibitions but rather the difficulty of determining which of a large set of complex statutes might regulate a given research project. Privacy, computer abuse, tort, and contract law are all potentially applicable. Moreover, even when the law permits a research activity, researchers may wonder whether it is ethically permissible. This paper seeks to clarify these issues by explaining the areas of law that are most generally applicable to cybersecurity researchers and offering guidelines for evaluating ethical issues that arise in this area of research. © 2008 USENIX. All rights reserved.","","Botnet; Computer privacy; Computer viruses; Computer abuse; Contract laws; Cyber security; Ethical issues; Research activities; Contracts"
"Knapp K.J.; Franklin Morris R., Jr.","Knapp, Kenneth J. (23667685500); Franklin Morris, R. (30467564900)","23667685500; 30467564900","Security architecture of biological cells: An example of defense in depth","2008","0","10.1201/9781420067101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056409543&doi=10.1201%2f9781420067101&partnerID=40&md5=3eef3495db2021eb9f7dc419378d8338","Today, networks are essential tools for business survival. Typically, the more employees use a network, the more valuable it becomes. The challenge is daunting: security must protect business information while allowing for open communication and commerce. Looking to nature for security approaches can yield insights into how we can better meet this challenge. In this regard, biological cells offer a security strategy that is interesting and worth emulating. After studying security mechanisms in cells, we found that security mechanisms are present in nearly every cell component. Cells follow a multilayered, defense-in-depth approach to security. In this chapter, we offer a framework that examines the similarities between cell security and network security. In today’s high-technology environment, in which security is increasingly important, this framework can help us by stimulating thinking about security while offering a model about how to design secure systems. Before we discuss the various analogies between cells and networks, we will briefly mention what biologists call “cell theory.” Understanding the basics of cell theory helps explain why cells are useful to study as a security framework. The premise of cell theory states that all living things are made up of cells-it is the fundamental unit of structure in all life. A single cell can be a complete organism in itself or cells can work together to become the building blocks of large multicellular organisms such as a human being. Although differences exist between plant and animal cells or blood and skin cells, the similarities are substantial. Because cells are considered the fundamental structure of life, we argue that it is worth examining cells because they highlight important principles valuable to today’s security professional. Figure 18.1 illustrates the fundamental architecture of a cell. For each identified cell component in the figure, we name an analogous computer network counterpart. In the following section, we will briefly examine the key aspects of this figure while providing four analogies that highlight similarities between cells and networks. As a conclusion, we offer five valuable principles based on cell security that are useful to the information security professional. © 2008 by Taylor & Francis Group, LLC.","",""
"Cassini J.A.; Medlin B.D.; Romaniello A.","Cassini, John A. (57192215509); Medlin, B.dawn (57192232991); Romaniello, Adriana (23502204100)","57192215509; 57192232991; 23502204100","Laws and Regulations Dealing with Information Security and Privacy: An Investigative Study","2008","6","10.4018/jisp.2008040105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001574701&doi=10.4018%2fjisp.2008040105&partnerID=40&md5=4efd02210b39a9d0fc6e88efe918ef4c","The Internet has dramatically transformed our lives in the past generation; and as our society has become dependent on information technology and more and more of our sensitive information is stored and transferred in electronic form, greater attention is being paid to privacy and security concerns. Governing bodies from states to national entities have passed laws and regulations that are designed to address and impact security and privacy practices. In this article we will examine the laws and regulations of the United States and the European Union (EU) in relationship to the issue of information security and privacy. © 2008, IGI Global. All rights reserved.","information privacy; international law; legislation; security",""
"Thomas S.","Thomas, Samantha (57209039339)","57209039339","A look ahead","2008","0","10.1201/9781420067101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056405223&doi=10.1201%2f9781420067101&partnerID=40&md5=0f916fbbb812a5586456da44ff9afe43","This chapter is meant to provide the information security professional an awareness of the coming years’ information security challenges. There are a variety of observations offered with suggested solutions. This chapter should leave the reader armed with the readiness to solicit thoughtful questions from and offer solutions to his or her organization, business partners, and customers for planning of and success with their information security efforts. © 2008 by Taylor & Francis Group, LLC.","",""
