"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Todorov D.","Todorov, Dobromir (57522948800)","57522948800","Mechanics of user identification and authentication: Fundamentals of identity management","2007","35","10.1201/9781420052206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048576281&doi=10.1201%2f9781420052206&partnerID=40&md5=8e431c48cd0d70473b23ebcb5d36f218","User identification and authentication are essential parts of information security. Users must authenticate as they access their computer systems at work or at home every day. Yet do users understand how and why they are actually being authenticated, the security level of the authentication mechanism that they are using, and the potential impacts of selecting one authentication mechanism or another? Introducing key concepts, Mechanics of User Identification and Authentication: Fundamentals of Identity Management outlines the process of controlled access to resources through authentication, authorization, and accounting in an in-depth, yet accessible manner. It examines today's security landscape and the specific threats to user authentication. The book then outlines the process of controlled access to resources and discusses the types of user credentials that can be presented as proof of identity prior to accessing a computer system. It also contains an overview on cryptography that includes the essential approaches and terms required for understanding how user authentication works. This book provides specific information on the user authentication process for both UNIX and Windows. Addressing more advanced applications and services, the author presents common security models such as GSSAPI and discusses authentication architecture. Each method is illustrated with a specific authentication scenario. © 2007 by Taylor & Francis Group, LLC.","","Network security; Process control; Access to resources; Advanced applications; Authentication , authorization , and accountings; Authentication architecture; Authentication mechanisms; Specific information; User authentication; User identification; Authentication"
"Carver C.","Carver, Curtis (55159967200)","55159967200","Educating students on information assurance through immersion and operational leadership","2007","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029037131&partnerID=40&md5=fa269a2619883967304e222888bbaf3e","This paper presents the results an experiment to educate students on information assurance through immersion and student-led learning. As technology progresses, students face increasing attacks on their information systems. Rather than educate students solely in the classroom, we implemented two experiences to increase student understanding of modern information assurance using the students themselves: the student information security officers (SISOs) and the Carronade exercise. The student information security officer program empowers students to address information assurance education of their fellow students. Students are organized into groups of approximately 120 and each group is assigned a SISO. The SISOs are organized in a hierarchy so that ultimately one SISO is responsible for all. The SISOs educate and mentor their students on safe computing through formal classes in their dorms, formal inspections of personal computers, security awareness exercises, and assisting students when they encounter a problem. The empowerment of students to operationally lead their student organization has resulted in marked improvements in student learning regarding information assurance and computer attacks. An indicator of this learning is the Carronade exercise. The Carronade exercise is an immersive information security awareness exercise conducted very semester since September 2003. SISOs launch the exercise using an automated phishing tool that generates a phishing email attack against every student under the control of the SISO. If a student succumbs to the attack, the SISO is informed of the identity of student. No personal information is transmitted. The SISO then has an opportunity to mentor the student and explain why the email was a phishing attack and what the telltale signs were that identified the email as an attack. Because the attack occurs in the normal work environment of the students, it is viewed as highly relevant to the students. Due to the low threat and personal mentoring approach employed to resolve mistakes, students are receptive to the exercise. This has led to a marked improvement in student performance against phishing attacks over the last three years. The empowering of students to teach and mentor their fellow students through the SISO and Carronade programs has proven to be very successful. © American Society for Engineering Education, 2007.","","Intrusion detection; Learning systems; Students; Teaching; Information assurance; Security awareness; Student information security officers; Information analysis"
"De Leeuw K.; Bergstra J.","De Leeuw, Karl (16444239600); Bergstra, Jan (7006799158)","16444239600; 7006799158","The History of Information Security","2007","32","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970969083&partnerID=40&md5=a5b51bd534b2310da9de8b8988cc00a5","Information Security is usually achieved through a mix of technical, organizational and legal measures. These may include the application of cryptography, the hierarchical modeling of organizations in order to assure confidentiality, or the distribution of accountability and responsibility by law, among interested parties. The history of Information Security reaches back to ancient times and starts with the emergence of bureaucracy in administration and warfare. Some aspects, such as the interception of encrypted messages during World War II, have attracted huge attention, whereas other aspects have remained largely uncovered. There has never been any effort to write a comprehensive history. This is most unfortunate, because Information Security should be perceived as a set of communicating vessels, where technical innovations can make existing legal or organisational frame-works obsolete and a breakdown of political authority may cause an exclusive reliance on technical means. This book is intended as a first field-survey. It consists of twenty-eight contributions, written by experts in such diverse fields as computer science, law, or history and political science, dealing with episodes, organisations and technical developments that may considered to be exemplary or have played a key role in the development of this field. These include: the emergence of cryptology as a discipline during the Renaissance, the Black Chambers in 18th century Europe, the breaking of German military codes during World War II, the histories of the NSA and its Soviet counterparts and contemporary cryptology. Other subjects are: computer security standards, viruses and worms on the Internet, computer transparency and free software, computer crime, export regulations for encryption software and the privacy debate. - Interdisciplinary coverage of the history Information Security - Written by top experts in law, history, computer and information science - First comprehensive work in Information Security. © 2007 Elsevier B.V. All rights reserved.","",""
"Okenyi P.O.; Owens T.J.","Okenyi, Peter O. (57194893076); Owens, Thomas J. (7101751105)","57194893076; 7101751105","On the anatomy of human hacking","2007","43","10.1080/10658980701747237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015895149&doi=10.1080%2f10658980701747237&partnerID=40&md5=82377b42670322a5cdf19243823d5c19","Human hacking is a nontechnical kind of intrusion that relies heavily on human manipulation. Its impact is continuously giving serious concern in the Information technology arena which has often been undermined due to the ease with which this technique is widely used to infiltrate networks through unsuspecting individuals that are undeniably considered the “weakest link” in the security circle. Security awareness that brings about behavioral change, reduces employees’ vulnerability, and protects against threats exploiting employees’ vulnerability having a positive impact overall on risks related to information assets. Strategies for developing and implementing a successful information security awareness program are presented in this article, which also provides an introduction to the subject of human hacking while discussing the various counter-measures available to minimize the likelihood of such occurrences and their financial, reputation, psychological, and legal ramifications. © 2007 Taylor & Francis.","",""
"Herzog A.; Shahmehri N.; Duma C.","Herzog, Almut (7102640729); Shahmehri, Nahid (6701711963); Duma, Claudiu (14631598600)","7102640729; 6701711963; 14631598600","An Ontology of Information Security","2007","156","10.4018/jisp.2007100101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001799494&doi=10.4018%2fjisp.2007100101&partnerID=40&md5=9160f7ec0ade93351b6cd8a1c23142f1","We present a publicly available, OWL-based ontology of information security which models assets, threats, vulnerabilities, countermeasures and their relations. The ontology can be used as a general vocabulary, roadmap, and extensible dictionary of the domain of information security. With its help, users can agree on a common language and definition of terms and relationships. In addition to browsing for information, the ontology is also useful for reasoning about relationships between its entities, for example, threats and countermeasures. The ontology helps answer questions like: Which countermeasures detect or prevent the violation of integrity of data? Which assets are protected by SSH? Which countermeasures thwart buffer overflow attacks? At the moment, the ontology comprises 88 threat classes, 79 asset classes, 133 countermeasure classes and 34 relations between those classes. We provide the means for extending the ontology, and provide examples of the extendibility with the countermeasure classes ‘memory protection’ and ‘source code analysis’. This article describes the content of the ontology as well as its usages, potential for extension, technical implementation and tools for working with it. © 2007, IGI Global. All rights reserved.","computer science; information systems; is security; ontologies; software",""
"Al-Awadi M.; Renaud K.","Al-Awadi, Maryam (57219054983); Renaud, Karen (6603613718)","57219054983; 6603613718","Success factors in information security implementation in organizations","2007","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048397000&partnerID=40&md5=1065865ba9a4fec3adac2975fb9bfa47","This paper will explore and identify success factors related to the implementation of information security in organizations. It will explore these factors from the expert's perspective. Qualitative analysis of the organizations' employees' experiences will be analysed and discussed. The purpose of this research was to identify those factors required to ensure successful implementation of information security, particularly in government organizations. This study revealed many experiences and insights which will have widespread applicability. © 2007 IADIS","Awareness; Information security; Security management; Success factors","Information systems; Information use; Government organizations; Qualitative analysis; Security implementations; Success factors; Security of data"
"Anderson R.; Moore T.; Nagaraja S.; Ozment A.","Anderson, Ross (56431276600); Moore, Tyler (23005256800); Nagaraja, Shishir (23398029100); Ozment, Andy (21743581300)","56431276600; 23005256800; 23398029100; 21743581300","Incentives and information security","2007","13","10.1017/CBO9780511800481.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926093593&doi=10.1017%2fCBO9780511800481.027&partnerID=40&md5=7befe218157b6be398dc1db432b58bfb","Many interesting and important new applications of game theory have been discovered over the past 7 years in the context of research into the economics of information security. Many systems fail not ultimately for technical reasons but because incentives are wrong. For example, the people who guard a system often are not the people who suffer the full costs of failure, and as a result they make less effort than would be socially optimal. Some aspects of information security are public goods, like clean air or water; externalities often decide which security products succeed in the marketplace; and some information risks are not insurable because they are correlated in ways that cause insurance markets to fail. Deeper applications of game-theoretic ideas can be found in the games of incomplete information that occur when critical information, such as about software quality or defender efforts, is hidden from some principals. An interesting application lies in the analysis of distributed system architectures; it took several years of experimentation for designers of peer-to-peer systems to understand incentive issues that we can now analyze reasonably well. Evolutionary game theory has recently allowed us to tie together a number of ideas from network analysis and elsewhere to explain why basing peer-to-peer systems on rings is a bad idea, and why revolutionaries use cells instead. The economics of distributed systems looks like being a very fruitful field of research. © Noam Nisan, Tim Roughgarden, Éva Tardos, Vijay V. Vazirani 2007.","","Application programs; Commerce; Computer software selection and evaluation; Distributed computer systems; Economics; Game theory; Network security; Public risks; Security of data; Distributed system architecture; Distributed systems; Economics of information; Evolutionary game theory; Incomplete information; Insurance markets; Peer-to-Peer system; Security products; Peer to peer networks"
"Nohlberg M.; Bäckström J.","Nohlberg, M. (22234726700); Bäckström, J. (7004409433)","22234726700; 7004409433","User-centered security applied to the development of a management information system","2007","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926026418&partnerID=40&md5=f0d5970f448cecf474850a7d91b8b490","The purpose of this study has been to do a user-centered security development of a prototype graphical interface for a management information system dealing with information security. The interface was perceived as successful by the test subjects and the sponsoring organization, Siguru. The major conclusion of the study is that managers use knowledge of information security mainly for financial and strategic matters which focus more on risk issues then security issues. To facilitate the need of management the study presents three heuristics for the design of management information security system interfaces: 1. Provide overview information very early in the program. 2. Do not overwhelm the user. Managers are not interested in the details of information security, but if they need details, they should be provided in a logical place. 3. Provide information in a way that is familiar to the manager. Provide contextual help for expressions that must be presented in a technical way.","Management information system; Usability; User-centered security","Information management; Management information systems; Managers; Mobile security; Contextual help; Graphical interface; Management information; Risk issues; Security issues; Usability; User-centered; Security of data"
"Lisi M.","Lisi, Marco (6602830632)","6602830632","Security certification of complex, ""network centric"" satellite systems","2007","0","10.2514/6.2007-3215","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088344833&doi=10.2514%2f6.2007-3215&partnerID=40&md5=8f3bfff4c53434f5d264a7442f182431","The security certification of complex, network-centric satellite systems is addressed. Satellite systems, being integrated into world-wide ICT infrastructures, are more and more vulnerable to intentional and non-intentional attacks from the Cyberspace. Information security standards need to be adopted by space agencies and satellite industries. Some complex European satellite systems are presented, all incorporating advanced information security features. © 2007 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.","","Communication satellites; Complex networks; Satellites; Advanced informations; ICT infrastructures; Intentional Attacks; Network-centric; Satellite industry; Satellite system; Security certification; Security features; Network security"
"Tompkins W.","Tompkins, William (57204642845)","57204642845","Maintaining management’s commitment","2007","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056537028&partnerID=40&md5=c3272955f27e736da11a2a5fc02d2185","After many information security and recovery/contingency practitioners have enjoyed the success of getting their programs off the planning board and into reality, they are then faced with another, possibly more difficult challenge… keeping their organization’s program “alive and kicking.” More accurately, they seem to be struggling to keep either or both of these programs (business continuity and information security) active and effective. © 2007 by Taylor & Francis Group, LLC.","",""
"Vidalis S.; Kazmi Z.","Vidalis, Stilianos (6506593463); Kazmi, Zafar (57502652500)","6506593463; 57502652500","Security through deception","2007","5","10.1080/10658980601051458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017044030&doi=10.1080%2f10658980601051458&partnerID=40&md5=dfd89cfbe3e442d246626145fcf0c43e","For each layer of information security there is a number of techniques and tools that can be used to ensure information superiority. Indeed some experts would argue that you cannot have the former without the latter. In today’s technological & interconnected world, however, information superiority is very hard to achieve and almost impossible to maintain. This paper will argue that the art of deception is a reliable and cost effective technique that can assure the security of an infrastructure. The paper will conclude by presenting a technical solution of the above statement. © 2007 Taylor & Francis.","Deception; Information security; Information superiority; Virtual honeypots",""
"McClintock S.C.","McClintock, Samuel C. (57204644762)","57204644762","XML and information security","2007","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056515535&partnerID=40&md5=e374ca9b0a92c02dd74aa0b9b10a2767","Information technology changes on a daily basis, and almost every year the world is presented with a new “holy grail” of the information age. Into this fray comes the eXtensible Markup Language (XML), one of our newest Holy Grails that promises everlasting life, or least ever-usable data. At its heart is a simple text-based language that can describe complex data structures. Because of its simplicity, almost any computer has the power to use XML and almost every type of network can transmit it. XML has also received very broad support from almost all the major vendors and many of the smaller ones, allowing almost any computer system to manipulate XML without major modifications to the existing infrastructure. So what are the problems?. © 2007 by Taylor & Francis Group, LLC.","",""
"Hoernecke A.; Gillispie T.; Anderson B.; Daniels T.","Hoernecke, Andrew (23094267800); Gillispie, Thad (23093660700); Anderson, Benjamin (35519498400); Daniels, Thomas (57207782436)","23094267800; 23093660700; 35519498400; 57207782436","The role of information warfare in information assurance education: A legal and ethical perspective","2007","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029021722&partnerID=40&md5=cbb746eeef3b3251169bfb4f7c3b547d","Typically, information assurance (IA) professionals utilize information warfare (IW) techniques learned in professional development courses when performing vulnerability and security assessments. With cyber crime on the rise, both government and industry have come to rely on academia to properly train future IA professionals, reducing the need for professional developmental courses. This presents a topic for debate since there is some disagreement if it is legally or ethically appropriate to teach IW techniques in an academic setting due to the many risks involved. In order to address the questions raised by teaching these skills, we examine the legal and ethical responsibilities of IA professionals and how this affects educational programs. We identify several key knowledge areas and skill sets that IA professionals require and examine the benefits and risks that are associated with teaching these skills. The legal aspects of the issue are addressed by examining important computer security laws, such as the Health Insurance Portability and Accountability Act (HIPAA), the Sarbanes-Oxley (SOX) Act and the Federal Criminal Code, and how they affect education at the institution, instructor and student level. Evaluation of the ethical issues is done by using the ACM Code of Ethics as well as two ethical theories: utilitarianism, based on maximizing the good consequences for society; and deontology, where ethical actions are based on an individual's duties and the rights of others. We conclude by offering our recommendations for creating an IA program by addressing the need for cyber defense exercises and test-bed environments. In addition, we provide some topics for consideration on how to safely teach these skills and reduce the possibility of an incident. © American Society for Engineering Education, 2007.","","Codes (symbols); Engineering education; Professional aspects; Risk analysis; Security of data; Cyber crime; Information assurance (IA); Information warfare (IW); Information analysis"
"Huh T.-H.; Lee S.; Chang W.-Y.","Huh, Tae-Hoi (58449779100); Lee, Sangho (55854099200); Chang, Woo-Young (57191814388)","58449779100; 55854099200; 57191814388","Strategy: Korea's Military Cyber Security Issues and Tasks","2007","0","10.1177/223386590701000112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993804662&doi=10.1177%2f223386590701000112&partnerID=40&md5=43d3395832ab9b514772e8aba46391bf","with rapid development of science and technology and the evolution of information revolution, International security environment is being reshaped. Important factors that determine national security competence—military operations, intelligence information on advanced weapons and enemy forces, economic activities that form the poles of national power, government's major systems—are exposed to hostile cyber attacks or accidental intrusions. Therefore, protecting information systems has emerged as an urgent national security issue. In particular, in waging wars, the concept of electronic/communications war that seek destruction of enemy command and control system, has been transformed into a more comprehensive and proactive concept of information warfare by the introduction of the cyber war doctrine. Information warfare encompasses pursuit of paralysis and destruction of a nation's all social infrastructure system and military control power. The existing concept of security strategy, which is a passive concept devised for protection of national information and information system, has been replaced by the proactive and aggressive concept of information warfare strategy. Information warfare seek early and effective victory by cyber attacks that can destroy the enemy's war capability and morale. Korea, which is a leader in information technology as well as a country vulnerable to attacks challenging information security, should prepare for information warfare of the twenty first century. Provision of more systematic and detailed measures—new response strategies, the establishment of national information security response system, creation or reorganization of institutions, and training of human resources—to cope with changes in international information security environment is called for. In addition, the private, public, and military organizations should work together to introduce joint defense strategies and organizations. As an organic integrated defense system has to be established, the government has to establish a governmental system for systematic system for threat assessment, judgment, and response. In particular, the role and responsibilities of the NSC should be upgraded. The government has been tilted toward domestic security and social issues as it responded to cyber crimes and terrors. Such tendency should be guarded against. © 2007, Center for International Area Studies, Hankuk University of Foreign Studies. All rights reserved.","ICTs; Information Warfare; Korea; Military Cyber; Security Environment",""
"Wang C.-P.; Snyder D.; Monds K.","Wang, Chiou-Pirng (55561297500); Snyder, Don (56242458500); Monds, Kathaleena (6506902228)","55561297500; 56242458500; 6506902228","A conceptual framework for curbing the epidemic of information malice: e-hygiene model with a human-factor approach","2007","1","10.1504/IJICS.2007.015505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951712655&doi=10.1504%2fIJICS.2007.015505&partnerID=40&md5=92cf1d79797a1a1e68273f21b17817f6","To address tsunami-scale damage, socially and economically, caused by information malice to the global Internet community, the authors propose an e-hygiene model augmented by human-factors as an effective means to curb the epidemics. The model, constructed upon the survey on e-hygiene habits of college students, demonstrates that: Human Factor (HF) is the major vulnerability of the information security Awareness, Capitals and Abilities form the three dimensions of the HF that information users must act to minimise the risks of information malice. Only when anti-malicious technology is coupled with good user e-hygiene can information malice be reduced. © 2007 Inderscience Enterprises Ltd.","computer viruses; cyber security; digital risk management; digital security; HF; human factor; information malice; information security; malware",""
"Arnason S.T.; Willett K.D.","Arnason, Sigurjon Thor (57204349838); Willett, Keith D. (57204349272)","57204349838; 57204349272","How to achieve 27001 certification: An example of applied compliance management","2007","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994062669&partnerID=40&md5=774d24f563365b25c92a6419ce7b55f5","The security criteria of the International Standards Organization (ISO) provides an excellent foundation for identifying and addressing business risks through a disciplined security management process. Using security standards ISO 17799 and ISO 27001 as a basis, How to Achieve 27001 Certification: An Example of Applied Compliance Management helps an organization align its security and organizational goals so it can generate effective security, compliance, and management programs. The authors offer insight from their own experiences, providing questions and answers to determine an organization's information security strengths and weaknesses with respect to the standard. They also present step-by-step information to help an organization plan an implementation, as well as prepare for certification and audit. Security is no longer a luxury for an organization, it is a legislative mandate. A formal methodology that helps an organization define and execute an ISMS is essential in order to perform and prove due diligence in upholding stakeholder interests and legislative compliance. Providing a good starting point for novices, as well as finely tuned nuances for seasoned security professionals, this book is an invaluable resource for anyone involved with meeting an organization's security, certification, and compliance needs. © 2008 by Taylor & Francis Group, LLC.","","ISO Standards; Security of data; Compliance management; International Standards Organization; Legislative compliance; Management programs; Organizational goals; Security management process; Security professionals; Stakeholder interest; Regulatory compliance"
