"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Schultz E.E.","Schultz, E. Eugene (7102453946)","7102453946","Web Security, Privacy, and Usability","2011","6","10.1201/b10855-37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137485740&doi=10.1201%2fb10855-37&partnerID=40&md5=7171e4dce12037c3f5e54cc7f888fb91","Information security (often also somewhat less appropriately called “computer security”) involves protecting the con£- dentiality of data stored in computers and transmitted over networks, integrity of data, applications, systems, and network devices, and accessibility of data, applications, databases, systems, network services, and so forth (Bernstein et al. 1995). Information security professionals have also become increasingly interested in the goal of nonrepudiation or nondeniability, which means preventing individuals who have initiated electronic transactions from denying that they have done so, and auditability, which means ensuring that each user’s actions are recorded so that all users can be held accountable for their actions. “Privacy” refers to individuals being able to control what kinds of information is being collected about them, £nd out if this information is being suitably protected against unauthorized access, and being able to “opt out” if they do not want others to collect, process, and store this information. © 2011 by Taylor and Francis Group, LLC.","",""
"Knapp E.","Knapp, Eric (56201391400)","56201391400","Industrial network security: Securing critical infrastructure networks for smart grid, scada, and other industrial control systems","2011","87","10.1016/B978-1-59749-645-2.00024-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987813232&doi=10.1016%2fB978-1-59749-645-2.00024-0&partnerID=40&md5=69581ac72b39b4f55a49b39bef55b390","Industrial Network Security: Securing Critical Infrastructure Networks for Smart Grid, SCADA, and Other Industrial Control Systems describes an approach to ensure the security of industrial networks by taking into account the unique network, protocol, and application characteristics of an industrial control system, along with various compliance controls. It offers guidance on deployment and configuration, and it explains why, where, and how security controls should be implemented. Divided into 11 chapters, the book explains the basics of Ethernet and Transmission Control Protocol/Internet Protocol (TCP/IP) networking communications and the SCADA and field bus protocols. It also discusses industrial networks as they relate to a critical infrastructure? and cyber security, potential risks and consequences of a cyber attack against an industrial control system, compliance controls in relation to network security practices, industrial network protocols, such as Modbus and DNP3, assessment of vulnerabilities and risk, how to secure enclaves, regulatory compliance standards applicable to industrial network security, and common pitfalls and mistakes, like complacency and deployment errors. This book is a valuable resource for plant operators and information security analysts, as well as compliance officers who want to pass an audit with minimal penalties and/or fines. • Covers implementation guidelines for security measures of critical infrastructure • Applies the security measures for system-specific compliance • Discusses common pitfalls and mistakes and how to avoid them. © 2011 Elsevier Inc. All rights reserved.","","Compliance control; Critical infrastructures; Electric power system security; Electric power transmission networks; Network protocols; Public works; Regulatory compliance; Risk assessment; SCADA systems; Smart power grids; Transmission control protocol; Compliance officers; Deployment and configuration; Industrial control systems; Industrial networks; Security controls; Security measure; Security Practice; Transmission control protocol/internet protocols; Network security"
"Rastogi R.; Von Solms R.","Rastogi, Rahul (58172708400); Von Solms, Rossouw (55970955300)","58172708400; 55970955300","Information security service branding - Beyond information security awareness","2011","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896295311&partnerID=40&md5=5cddb05def53380fdae7daddac7eded1","End-users play a critical role in the effective implementation and running of an information security program in any organization. The success of such a program depends primarily on the effective implementation and execution of associated information security policies and controls and the resultant behavior and actions of end-users. However, end-users often have negative perception of information security in the organization and exhibit non-compliance. In order to improve compliance levels, it is vital to improve the image of information security in the minds of end-users. This paper borrows the concepts of brands and branding from the domain of marketing to achieve this objective and applies these concepts to information security. The paper also describes a process for creating the information security service brand in the organization.","Information security management; Information security service branding; Information security service management; ISSB; ISSM; Service branding; Service management","Cybernetics; Information science; Information security managements; ISSB; ISSM; Security services; Service branding; Service management; Security of data"
"Schweitzer D.; Fulton S.","Schweitzer, Dino (15756549900); Fulton, Steve (55093656400)","15756549900; 55093656400","A hybrid approach to teaching information warfare","2011","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893086131&partnerID=40&md5=c18dfff27cdeef390d4b8dfb5fe56aaf","Many claim that warfare in the future will be conducted primarily in the cyber domain. As such, information warfare is a critical topic for future military members to comprehend. Many schools teach topics in computer security, information assurance, and information warfare through a variety of formats. At the Air Force Academy, we have taught a Computer Security and Information Warfare course for several years to prepare future officers for the realities of modern conflict. In the past, our course has had two primary focuses: fundamental concepts in the theory of computer security delivered primarily through lecture, and a hands-on laboratory component to gain practice in current offensive and defensive tools and techniques. As we have evolved the course, we have added other components to the course such as virtual labs, web labs, competitions, and a research project. In addition to be motivational to the students, this hybrid approach has been successful in engaging students who do not have a strong background in computer science. Web labs have been especially helpful in providing a realistic hands-on experience without going into the tremendous amount of detail and background that surround modern computer and network systems. The competition we have introduced is unique from other university level cyber competitions in its design and format. The research project attempts to expose students to a complete research experience. The combination of these elements serves as an active learning approach to teaching students critical topics in IW. We have also had success employing them outside of the classroom to a broad range of students in a summer program. This paper will describe traditional approaches, our environment, the hybrid approach we use, our experience with it, and future plans.","Computer; Education; Security","Laboratories; Security of data; Security systems; Teaching; Air Force Academy; Fundamental concepts; Hands-on laboratories; Hybrid approach; Information assurance; Information information; Information warfare; Laboratory components; Security; Theory of computers; Students"
"Raja Kumar R.; Sampath A.; Indumathi P.","Raja Kumar, R. (55835425100); Sampath, A. (57196643606); Indumathi, P. (6506979124)","55835425100; 57196643606; 6506979124","Secure optical communication using chaos","2011","4","10.17485/ijst/2011/v4i7/30109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900874301&doi=10.17485%2fijst%2f2011%2fv4i7%2f30109&partnerID=40&md5=c2cb1fea8f9d048447aeca6ec9e1edd2","In this paper we demonstrate a way to secure optical communication. Chaos as a tool for information security is gaining wide acceptance for its inherent simplicity and ability to secure a communication link from the physical layer compared to other application layer-software encryption methods. Though they are lesser secured than the physical layer systems, the software techniques are still the order of the day. Since the physical layer techniques are still in the nascent stages of growth, this paper tries to go one step further, to utilise the chaotic scheme in securing optical communication. The idea is to generate a chaotic signal in the form of current and adding it to the message at the transmitter where the whole of this current drives an optical source-laser. At the receiver the same chaos signal is generated by prior synchronization. The received signal is photodetected to get the equivalent current. The difference between this current and the internally generated matched chaos yields the message. The efficiency of this technique is investigated for line of sight communication by modelling a free space optic channel (FSO) and accounting for attenuation caused by the same. © Indian Society for Education and Environment (iSee).","Chaos; Cryptography; Secure optical communication",""
"","","","4th International Conference on Computational Intelligence in Security for Information Systems, CISIS 2011 held in Conjuction with the 11th International Work-Conference on Artificial Neural Networks,  IWANN 2011","2011","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036565229&partnerID=40&md5=e20601ebe804ba6ce2d5d45ac03c4baa","The proceedings contain 38 papers. The special focus in this conference is on Computational Intelligence in Security for Information Systems. The topics include: A comparative performance evaluation of DNS tunneling tools; Security analysis and complexity comparison of some recent lightweight RFID protocols; a secure and efficient searching scheme for trusted nodes in a peer-to-peer network; testing ensembles for intrusion detection: On the identification of mutated network scans; An intelligent information security mechanism for the network layer of WSN: BIOSARP; structural properties of cryptographic sequences; A multisignature scheme based on the SDLP and on the IFP; a group signature scheme based on the integer factorization and the subgroup discrete logarithm problems; keeping group communications private: An up-to-date review on centralized secure multicast; detecting Bad-mouthing attacks on reputation systems using self-organizing maps; java card implementation of the elliptic curve integrated encryption scheme using prime and binary finite fields; Comprehensive protection of RFID traceability information systems using aggregate signatures; cryptanalysis of multicast protocols with key refreshment based on the extended euclidean algorithm; improving the message expansion of the tangle hash function; cryptosystem with one dimensional chaotic maps; a quantitative analysis into the economics of correcting software bugs; rationally opting for the insecure alternative: Negative externalities and the selection of security controls; an Approach for adapting moodle into a secure infrastructure; On secure Java application in SOA-based PKI mobile government systems; structural feature based anomaly detection for packed executable identification; approach based ensemble methods for better and faster intrusion detection.","",""
"Borg S.","Borg, Scott (36805593800)","36805593800","A cybersecurity nightmare.","2011","0","10.1038/scientificamerican1111-14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047283804&doi=10.1038%2fscientificamerican1111-14&partnerID=40&md5=aac00a8a5fd77611193f8d7420f9b75e","[No abstract available]","","Computer Security; article; computer security"
"","","","13th International Conference on Information Security and Cryptology, ICISC 2010","2011","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037371829&partnerID=40&md5=49152cf1f773068b58723044f43e55fc","The proceedings contain 28 papers. The special focus in this conference is on Information Security and Cryptology. The topics include: Efficient pairing computation on elliptic curves in hessian form; FPGA implementation of an improved attack against the DECT standard cipher; chameleon: A versatile emulator for contactless smartcards; revisiting address space randomization; evaluation of a spyware detection system using thin client computing; a comparative usability evaluation of traditional password managers; an adversarial evaluation of network signaling and control mechanisms; secure personalized recommendation system for mobile user; Protecting white-box AES with dual ciphers; bias analysis of a certain problem with applications to E0 and shannon cipher; ɛ-MACs: Towards More Secure and More Efficient Constructions of Secure Channels; on equivalence classes of boolean functions; public discussion must be back and forth in secure message transmission; scalar product-based distributed oblivious transfer; unconditionally secure rational secret sharing in standard communication networks; oblivious transfer with complex attribute-based access control; fault attacks on the montgomery powering ladder; first principal components analysis: A new side channel distinguisher; Fault analysis on stream cipher MUGI; known and chosen key differential distinguishers for block ciphers; Related-key attack on the full HIGHT; Preimage attacks against PKC98-hash and HAS-V; Passive cryptanalysis of the unconditionally secure authentication protocol for RFID systems; Cryptanalysis of RSA with small prime combination; the twin bilinear diffie-hellman inversion problem and applications; group signatures are suitable for constrained devices.","",""
"Angeleri P.M.; Lestani J.R.","Angeleri, Paula M. (57197766480); Lestani, Juan R. (57197774513)","57197766480; 57197774513","Approaches to the integration of quality management systems, information security and management of ICT services; [Enfoques de integración de sistemas de gestión de la Calidad, de la Seguridad de la Información y de la Gestión de servicios TICs]","2011","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034669951&partnerID=40&md5=d7da743a64e0303c7955c0323d4fcd5a","[No abstract available]","",""
"Popescul D.; Radu L.D.","Popescul, Daniela (56066949800); Radu, Laura Diana (55631336300)","56066949800; 55631336300","Mobile threats-a real challenge for the personal information & knowledge management","2011","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905119355&partnerID=40&md5=07374a7de89b08200273567aeaf91061","The purpose of this study is to treat aspects that are related to the sensitivity of personal information and knowledge transmitted through mobile networks, helping all people involved in personal communication systems to become aware of the various importance of their personal information and knowledge, and of the risks it is faced with. This warning message is needed because of personal information and knowledge transfer from desktop PCs to mobile devices that are connected to wireless networks of different sizes and importance. The transfer brings along the adjustment of the traditional information security threats to the mobile environment, as well as the emergence of new characteristic dangers. Moreover, our presence as individuals on Web 2.0 widens the danger area even more. The problems solved here are of interest both for each of us, as individuals, and for the organisations managers-especially in a world in which the borderline between the work hours and the personal life is becoming more and more difficult to draw, and we can even discuss the PIM and PKM in an organisational context.","Mobile networks; Mobile threats; Personal information management; Personal knowledge management; Web 2.0 security threats","Competition; Mobile devices; Mobile telecommunication systems; Personal communication systems; Security of data; Security systems; Wireless networks; World Wide Web; Information security threats; Knowledge transfer; Mobile environments; Mobile threats; Personal information; Personal information management; Personal knowledge management; Security threats; Knowledge management"
"Sadok M.; Spagnoletti P.","Sadok, M. (56109323900); Spagnoletti, P. (23006781200)","56109323900; 23006781200","A business aware information security risk analysis method","2011","6","10.1007/978-3-7908-2632-6_51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901663584&doi=10.1007%2f978-3-7908-2632-6_51&partnerID=40&md5=620b7bd7cc655a462ccc7a6ff61b2548","Securing the organization critical information assets from sophisticated insider threats and outsider attacks is essential to ensure business continuity and efficiency. The information security risk management (ISRM) is the process that identifies the threats and vulnerabilities of an enterprise information system, evaluates the likelihood of their occurrence and estimates their potential business impact. It is a continuous process that allows cost effectiveness of implemented security controls and provides a dynamic set of tools to monitor the security level of the information system. However, the examination of existing practices of the enterprises reveals a poor effectiveness of information security management processes such as stated in the information security breaches surveys. In particular, the enterprises experience difficulties in assessing and managing their security risks, in implementing appropriate security controls, as well as in preventing security threats. The available ISRM models and frameworks mainly focus on the technical modules related to the development of security mitigation and prevention and do not pay much attention to the influence of business variables affecting the reliability of the provided solutions. This paper discusses the major business related factors for risk analysis and shows their interference in the ISRM process. These factors include the enterprise strategic environment, the organizational structure features, the customer relationship and the value chain configuration. © Springer-Verlag 2011.","","Mobile telecommunication systems; Public relations; Risk analysis; Risk assessment; Risk management; Security of data; Business continuity; Customer relationships; Enterprise information system; Information security managements; Information security risk analysis; Information security risk managements; Organizational structures; Threats and vulnerabilities; Information systems"
"Kozieł G.","Kozieł, Grzegorz (41261945900)","41261945900","Information security policy creating","2011","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922686399&partnerID=40&md5=f4058272378009c8df064a0407198ffc","Ensuring information protection in large organizations demands a special plan. This plan is called information security policy. Inside this document all important things concerning information security should be written. This document should be given to all people having access to information. It should improve the information security by making people conscious about dangers. An information security policy document together with its attachments is a complex plan of information protection in a large organization.","Information protection; Security",""
