"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords"
"Koch H.P.","Koch, H.P. (58458159900)","58458159900","Security in electronic data processing; [SICHERHEIT IN DER EDV. ERFAHRUNGSBERICHT EINES LANGJAHRIGEN EDV ANWENDERS]","1975","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0016830236&partnerID=40&md5=b919e1381d1ff2cd260bcb1d93a15abc","Making electronic data safe involves the securing of data processing machines against mistakes, destruction or misuse, and of the data against destruction, falsification and access by unauthorized persons. It comprises the total sum of of all technical, constructional, program technical and organisational measures against mistakes and destruction of the processing machines, against mistakes and abuses during information processing as well as against destruction, loss or falsification of the information. Security measures are therefore required against human error, against defects in the processing machines, against fire, water and explosions as well as against actions by unauthorized persons (destruction, falsification, eradication, unauthorized access to information). Damage usually leads to material or financial loss.","","computer; computer analysis; information system; professional secrecy"
"Andreassen A.L.; Leighton W.J., III; Schreiber D.F.","Andreassen, Alf L. (7003864172); Leighton, William J. (6701653920); Schreiber, David F. (7103248822)","7003864172; 6701653920; 7103248822","Information Security: An Overview","1988","1","10.1002/j.1538-7305.1988.tb00625.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024279947&doi=10.1002%2fj.1538-7305.1988.tb00625.x&partnerID=40&md5=24a379137d4e083245a3d1899d140fed","Information security technology encompasses all measures used to protect information from unauthorized disclosure, modification, or destruction. In an age when information is widely recognized as a valuable commodity, information security has become particularly vital. This issue of the AT&T Technical Journal brings together papers on various aspects of digital electronic information security, representing work in many areas of the company. This paper presents a brief overview of the problems addressed by information security technology and how its focus has changed with the advance of computing science. © 1988 AT&T Technical Journal","","CRYPTOGRAPHY; ACCESS PROTECTION; INFORMATION SECURITY; SECURE SYSTEMS; SECURITY TECHNOLOGY; SYSTEM V/MLS; DATA PROCESSING"
"Kaiser F.M.","Kaiser, Frederick M. (7102610758)","7102610758","The impact of overclassification on personnel and information security","1986","4","10.1016/0740-624X(86)90077-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46149138711&doi=10.1016%2f0740-624X%2886%2990077-8&partnerID=40&md5=fec3f4b7ab2169f6e75e2b22aaaf021e","Unnecessary and unwarranted classification adversely affects both information and personnel security systems in a variety of ways. This study explores the range of possible repercussions and identifies the findings and recommendations of major examinations of these systems over the past thirty years. Although consensus exists that Overclassification poses problems for information and personnel security, wide disagreement is evident over the perceived centrality and seriousness of Overclassification, its principal causes, and its remedies. Nowhere are these differences more manifest than in the assumptions, conclusions, and recommendations emerging from the Reagan Administration and Congress in 1985. © 1986.","",""
"Walker Douglas D.","Walker, Douglas D. (55468104800)","55468104800","GENERAL ELECTRIC: AN APPROACH TO DISASTER RECOVERY.","1984","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021567963&partnerID=40&md5=18d472c3d887ce44b6657f20f84ae7bf","Business dependency on information systems deepens many executives' concerns about protecting their information resources against intrusion and disaster. In diversified companies, it is easy to cite differences in products and information processing systems as justification for making each profit center carry full operational and investment responsibility for its own disaster recovery. At General Electric, commonalities in both facilities and equipment lead to an approach which conserved investments and vitalized each profit-center's recovery plan. A company-wide 'disaster prevention service' has emerged, and it includes a 'disaster recovery facility'. It does not prevent nature's disasters; it does keep them from becoming disasters to profit-center performance. Disaster prevention is one part of the company-wide Information Security and Control Program.","","DATA PROCESSING, BUSINESS - Fire Protection; COMPUTER SECURITY; DISASTER RECOVERY; GENERAL ELECTRIC COMPANY; INFORMATION SECURITY; COMPUTER SYSTEMS, DIGITAL"
"Paans R.","Paans, Ronald (6603341035)","6603341035","IFIP/Sec'86: Information security: The challenge","1987","0","10.1016/0167-4048(87)90088-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849149478&doi=10.1016%2f0167-4048%2887%2990088-5&partnerID=40&md5=56db9ddf07fb0a906d60f357eb13fa99","[No abstract available]","",""
"Wood C.C.","Wood, Charles Cresson (57210508279)","57210508279","A context for information systems security planning","1988","6","10.1016/0167-4048(88)90196-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-9744223181&doi=10.1016%2f0167-4048%2888%2990196-4&partnerID=40&md5=ae375160fb329925db7e2730cd19a545","Management is often rightfully dissatisfied with the performance of many information security efforts. After investment of considerable resources, and prolonged waiting for results, many efforts can demonstrate little if any significant improvement. This is largely due to a lack of planning. Many efforta lack explicitly articulated plans as well as specific performance milestones. Although many are loathe to admit it, information security efforts at many organizations lack formal planning and performance monitoring. Management's dissatisfaction with information security is exemplified by the seriously inadequate staffing levels found at a large number of organizations. When management is convinced that information security is a prudent investment, they will respond with additional resources. This article examines why information security efforts are often ineffective and why more formal planning efforts can alleviate this condition. It discusses tools best used to prepare an action plan for information security and gives some tips on how to sell such a plan to management. Also discussed are organizational design, policies, standards, and guidelines and other elements of a foundation that is required if an effective information security planning process is to be sustained. The article dwells on the establishment of a context for effective information security planning. © 1988.","Cost effectiveness; Goal setting; Information security; Performance monitoring; Project planning; Risk analysis; Systems security",""
"Murayama Kazuo; Aono Tetsuaki; Okano Tetsuya; Baba Hiroshi; Sakanushi Yoshiaki; Nakatsubo Takashi","Murayama, Kazuo (7201902302); Aono, Tetsuaki (7102468929); Okano, Tetsuya (7402598904); Baba, Hiroshi (7201934044); Sakanushi, Yoshiaki (6504783903); Nakatsubo, Takashi (7003568877)","7201902302; 7102468929; 7402598904; 7201934044; 6504783903; 7003568877","DEVELOPMENT OF AN URBAN CATV AMPLIFIER.","1988","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023868199&partnerID=40&md5=aba3efea125a6532a53469dd1f47645c","Due to the large transmission capacity of CATV which gives it a wide range of potential uses, a number of facilities other than those for only simultaneous retransmission of television broadcasts are coming into existence. These facilities are used for independent broadcasting of local information, security, and automatic meter reading. In addition, a number of plans to build two-way urban CATV systems in Japan's major cities have been proposed and are attracting much interest as a significant development in today's media devices. Designed for use in urban CATV, a highly functional, compact, lightweight 350/450 MHz amplifier has been developed. The system and its reliability have been evaluated and it has been determined that it has sufficient practical applicability. The results are reported.","","AMPLIFIERS, VIDEO; URBAN PLANNING - Japan; CATV AMPLIFIER; HIGH-RISE BUILDINGS; TRUNK AND BRIDGING AMPLIFIER; URBAN CENTERS; TELEVISION SYSTEMS, CABLE"
"Clark David D.; Wilson David R.","Clark, David D. (55613235535); Wilson, David R. (57198541648)","55613235535; 57198541648","COMPARISON OF COMMERCIAL AND MILITARY COMPUTER SECURITY POLICIES.","1987","674","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023266943&partnerID=40&md5=2b3c7a3cfec673cfd8f118203e78ef2d","The authors present a policy for data integrity based on commercial data processing practices, and compare the mechanisms needed for this policy with the mechanisms needed to enforce the lattice model for information security. It is argued that a lattice model is not sufficient to characterize integrity policies, and that distinct mechanisms are needed to control disclosure and to provide integrity.","","COMPUTERS - Applications; COMMERCIAL COMPUTER SECURITY; COMPUTER SECURITY; MILITARY COMPUTER SECURITY; DATA PROCESSING"
"Kirkwood Timothy J.","Kirkwood, Timothy J. (7005054645)","7005054645","Security issues in the telecommunications industry","1989","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024777328&partnerID=40&md5=306d77095feddd6b01d6a9372159478d","Information security is a growing concern for both industry and Government. Until a few years ago, security-related losses in industry were primarily due to disgruntled or misled employees. More recently, hackers from the outside without special access authorizations have gained the spotlight as they use various public and private networks to gain corporate intelligence, transfer free services to friends, or disrupt data processing activities. The weaknesses exploited in many of the more recent hacker cases represent a combination of naive system design and lax administration. Security measures must address both information system design and information policy administration.","","Computer Crime; Industrial Management; Telecommunication"
"Paans R.; Herschberg I.S.","Paans, R. (6603341035); Herschberg, I.S. (6603071752)","6603341035; 6603071752","HOW TO CONTROL MVS USER SUPERVISOR CALLS.","1985","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022300296&partnerID=40&md5=0b045ae0b5a0a537a9f7085318d06a84","Many computing centres install their own extensions to standard operating systems. These extensions, when processed in an authorized status, may seriously endanger system integrity. This paper, based on case studies over the past five years, spells out the risks run by computing centres under multiple virtual storage (MVS) installing home-grown user SuperVisor Calls. A set of design requirements is formulated with which these user SVCs must comply if they are to be considered secure. The latest developments in improving the security of some risky operations also are outlined.","","SECURITY SYSTEMS - Computer Applications; DESIGN REQUIREMENTS; INFORMATION SECURITY; MVS USER SUPERVISOR CALLS; SYSTEM CONTROLLABILITY; DATA PROCESSING"
"Ravella J.A.; Gravel J.L.","Ravella, J.A. (6506547649); Gravel, J.L. (7006248708)","6506547649; 7006248708","From tangled webs to network integrity: computer security in hospital management. Part II.","1987","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023282071&partnerID=40&md5=5f1fbe86ff66351c8084c61cee183d4b","This article is the second of two on the subject of computer security in hospital management in the first part, the authors dramatized the need for not only information security awareness but also the need for implementation of security measures to protect valuable information. This second article provides an overview of the components of a good computer security plan, contains a brief explanation of some of the new network security technology available today, and gives the reader several sources that can provide further information on information security.","","Computer Communication Networks; Computer Systems; Hospital Information Systems; Planning Techniques; Risk; Security Measures; United States; article; computer network; computer system; hospital information system; organization and management; risk; United States"
"Diffie W.; Simmons G.J.; Chaum D.; Jueneman R.R.","Diffie, W. (57195891501); Simmons, G.J. (7103069761); Chaum, D. (6602602141); Jueneman, R.R. (6602576110)","57195891501; 7103069761; 6602602141; 6602576110","SECURITY IN MODERN COMMUNICATIONS SYSTEMS.","1981","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019676049&partnerID=40&md5=60aa6f34c1eb2a3dafad17dbbbdb9ab5","[No abstract available]","","COMMUNICATION SYSTEM SECURITY; DATA ENCRYPTION; INFORMATION SECURITY; MESSAGE AUTHENTICATION; DATA PROCESSING"
"RAZUMOVSKII S.N.","RAZUMOVSKII, S.N. (16449133500)","16449133500","PROGRAMMING SYSTEM THAT SYNTHESIZES ALGORITHMS WITH GUARANTEED ACCURACY.","1982","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020247159&partnerID=40&md5=9cd1cf4b8e92dbdeebe03d4dda0037c9","THE DESIGN AND OPERATION OF THE SAGAT SYSTEM (SYNTHESIS OF ALGORITHMS WITH GUARANTEED ACCURACY) IN THE INFORMATION-ASSURANCE AREA OF SYNTHESIS PROCESSES, AS WELL AS METHODOLOGICALPRINCIPLES OF ERROR CONTROL AND ASPECTS OF THE PROGRAM SET OF THE SYSTEM ARE CONSIDERED.","","COMPUTER PROGRAMMING - ALGORITHMS"
"Anon","Anon (1)","1","NEW LOCKS AND KEYS FOR ELECTRONIC INFORMATION.","1988","0","10.1016/0167-4048(88)90508-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023965027&doi=10.1016%2f0167-4048%2888%2990508-1&partnerID=40&md5=fbfa8ff334770879f019d01ffdf3a98b","This report examines US federal government policies directed at protecting information, particularly in electronic communications systems. It examines the vulnerability of communications and computer systems and the trends in technology for safeguarding information in these systems. The discussion covers government activities, policy alternatives, and technical standards.","","CRYPTOGRAPHY - Standards; DATA PROCESSING - Security of Data; COMMUNICATION SECURITY; INFORMATION SECURITY; US FEDERAL GOVERNMENT; Telecommunication"
"Parker Donn B.","Parker, Donn B. (7403381465)","7403381465","HUMAN FACTOR CONTROLS FOR INFORMATION SECURITY.","1983","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020872193&partnerID=40&md5=e1c41b95a5116d81d6d13667fab7d055","Information security will be successful only when the people constrained by security controls accept the need for security and support it. Technical controls that safeguard assets by technical means, such as password access control, frequently reduce performance and are resisted unless the people required to use them are willing to cooperate. Human controls, that is, the personnel procedures or requirements for safeguarding assets and technical controls, also condition and constrain people to accept security controls and to cooperate in making them effective.","","COMPUTER SECURITY; HUMAN FACTORS; SECURITY CONTROLS; DATA PROCESSING"
"Adney William M.","Adney, William M. (6701677968)","6701677968","THREE-TIERED APPROACH TO MICROCOMPUTER SECURITY.","1987","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023121906&partnerID=40&md5=96724ff204396adefc8ed91716a7a715","Security measures are as important to microcomputer systems as to any other major investment. Procedures should cover three areas: physical security, information security, and disaster recovery. This article discusses these three areas, along with microcomputer system basics, security threats, and other aspects of the subject.","","COMPUTER OPERATING SYSTEMS - Security Systems; COMPUTER SOFTWARE - Security Systems; COMPUTERS, MICROCOMPUTER"
"Parker Donn B.","Parker, Donn B. (7403381465)","7403381465","MANY FACES OF DATA VULNERABILITY.","1984","5","10.1109/MSPEC.1984.6370266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021425587&doi=10.1109%2fMSPEC.1984.6370266&partnerID=40&md5=73496c2b4c9bce3c43b2b59e1d09032c","Information is a major commodity: computer security to protect that information has recently been receiving great attention in the public press. However, neither the value of information nor the necessity for its security are new issues. The advent of the computer and telecommunications has not introduced new issues so much as transformed the nature of old ones. Historically, paper money and hard currency have been sequestered in steel and concrete vaults, with combination locks on the doors. Later, money was transferred via paper checks that were processed manually. Today, most money is stored in electronic form inside computer systems, which are the new vaults. So the current focus is on making computer systems more secure to protect electronic money as well as sensitive information. The article discusses the need for new security methods and problems involved in enforcement.","","COMPUTER NETWORKS - Protection; COMPUTER SYSTEMS, DIGITAL - Protection; COMPUTERS, MICROPROCESSOR - Applications; INFORMATION RETRIEVAL SYSTEMS - Legislation; MANAGEMENT - Information Systems; COMPUTER ABUSE; INFORMATION SECURITY THEORY; LEGISLATION; Data processing"
"Persson J.Alvar","Persson, J.Alvar (7101699188)","7101699188","PRAGMATIC APPROACH TO INFORMATION RESOURCES SECURITY.","1986","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022762680&partnerID=40&md5=8f425b5faafe76f4fdf6d6524169daa3","A technique for reviewing the security status of information resources within an organization has been developed and introduced. It provides a broad view of different aspects of data security, can be carried out quickly, and offers a practical approach to security problems.","","DATA PROCESSING - Security of Data; FUNCTIONAL SECURITY; INFORMATION SECURITY; PHYSICAL SECURITY; QUALITY SECURITY; INFORMATION SERVICES"
"Polis R.I.","Polis, Richard I. (7801615676)","7801615676","Information security: Reality and fiction","1984","0","10.1016/0167-4048(84)90043-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021473715&doi=10.1016%2f0167-4048%2884%2990043-9&partnerID=40&md5=9423548ac83ed4fb4e5b20bc900c461c","Awareness of the need for true information security is steadily evolving in finance, industry and government, although action does not match rhetoric. There is a growing need for sophisticated security measures as evidenced by the increasing incidence of penetrations, at all levels of sophistication, of automated systems. These security measures can be developed and installed based on a procedure of risk analysis, security audit and design of countermeasure. © 1984.","audit; authentication; computer fraud; cryptology; Information security; key management; software protection; telecommunications","TELECOMMUNICATION SYSTEMS; COMPUTER FRAUD; INFORMATION SECURITY; DATA PROCESSING"
"Woodie P.","Woodie, Paul (6506707900)","6506707900","Distributed processing systems security: Communications, computer, or both","1986","0","10.1109/ICDE.1986.7266271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022564898&doi=10.1109%2fICDE.1986.7266271&partnerID=40&md5=4b0f57cc2c3525107e3231232017b572","Information security involves many components, including communication security, computer security, physical security, and personnel security. This paper deals only with communication and computer security. In systems that involve either communications systems or monolithic computer systems (but not both) the overall requirements for information security are relatively straightforward, or at least relatively well understood. However, in distributed processing systems that usually involve both communications and computer components, there is a need for both communications as well as computer security techniques. This paper addresses communications security, computer security, and their relationship in information protection in the distributed processing environment. © 1986 IEEE.","","Network security; Security of data; Security systems; COMPUTER SYSTEMS, DIGITAL - Distributed; DATA TRANSMISSION; Communications security; Communications systems; Computer components; Distributed processing; Distributed processing systems; Information protection; Monolithic computer systems; Physical security; COMMUNICATION SECURITY; COMPUTER SECURITY; DISTRIBUTED PROCESSING SYSTEMS; INFORMATION SECURITY; Distributed computer systems; DATA PROCESSING"
"King Dave W.","King, Dave W. (36983600100)","36983600100","SECURE COMPUTERS CONTROL SAFETY.","1982","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020245811&partnerID=40&md5=62e8bc732756b902926cb5b76b967f3f","[No abstract available]","","COMPUTERIZED DATA MONITORING; COMPUTERIZED PROCESS CONTROL; DISTRIBUTED INSTRUMENTATION; DUAL FUNCTIONS; INFORMATION SECURITY; PROCESS SAFETY; CHEMICAL PLANTS"
"Withington P.Tucker","Withington, P.Tucker (7003686719)","7003686719","INFORMATION SECURITY AND NETWORK PROTOCOLS.","1980","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019105491&partnerID=40&md5=869a4cb237ca28d5b147aea8d7ab4e5c","After a brief review of the concepts of data security in computer systems, the ″consistency″ problem is introduced and its historical background given. It is then discussed how the consistency problem fits with existing computer security information flow models and propose a modification to model consistency. The requirements for a democratic processing network are found to be well-described by this model. Finally, a technique for implementing the required function in a network is given, and its impact on network protocol design is assessed.","","DATA PROCESSING - Security of Data; Computer networks"
